D,NN_E_s0.05,Num_E_s0.05,NN_E_s0.10,Num_E_s0.10,NN_E_s0.15,Num_E_s0.15,NN_E_s0.20,Num_E_s0.20,NN_E_s0.25,Num_E_s0.25
5.52000000e+00,5.03974818e-02,4.97858685e-02,6.20353296e-02,6.18196382e-02,6.75813481e-02,6.71911298e-02,7.10488930e-02,7.06702404e-02,7.35059604e-02,7.27687823e-02
5.54000000e+00,4.94072661e-02,4.87995611e-02,6.08094558e-02,6.05977109e-02,6.62423968e-02,6.58642479e-02,6.96390122e-02,6.92754443e-02,7.20456392e-02,7.13330449e-02
5.56000000e+00,4.84360419e-02,4.78324209e-02,5.96073791e-02,5.93994401e-02,6.49295822e-02,6.45630160e-02,6.82564527e-02,6.79075865e-02,7.06135705e-02,6.99250218e-02
5.58000000e+00,4.74835858e-02,4.68840798e-02,5.84285781e-02,5.82243742e-02,6.36420250e-02,6.32869458e-02,6.69006631e-02,6.65661548e-02,6.92095160e-02,6.85441864e-02
5.60000000e+00,4.65494767e-02,4.59541768e-02,5.72726987e-02,5.70720702e-02,6.23794273e-02,6.20355579e-02,6.55713230e-02,6.52506464e-02,6.78326264e-02,6.71900220e-02
5.62000000e+00,4.56333384e-02,4.50423577e-02,5.61391041e-02,5.59420934e-02,6.11415096e-02,6.08083819e-02,6.42677695e-02,6.39605680e-02,6.64825588e-02,6.58620213e-02
5.64000000e+00,4.47350480e-02,4.41482750e-02,5.50275929e-02,5.48340171e-02,5.99275827e-02,5.96049562e-02,6.29896522e-02,6.26954354e-02,6.51587099e-02,6.45596866e-02
5.66000000e+00,4.38539535e-02,4.32715877e-02,5.39375134e-02,5.37474228e-02,5.87372296e-02,5.84248278e-02,6.17363565e-02,6.14547735e-02,6.38608038e-02,6.32825293e-02
5.68000000e+00,4.29899395e-02,4.24119612e-02,5.28686941e-02,5.26818995e-02,5.75699396e-02,5.72675522e-02,6.05073757e-02,6.02381159e-02,6.25880733e-02,6.20300701e-02
5.70000000e+00,4.21424843e-02,4.15690673e-02,5.18206432e-02,5.16370443e-02,5.64255975e-02,5.61326932e-02,5.93024045e-02,5.90450049e-02,6.13401756e-02,6.08018384e-02
5.72000000e+00,4.13116142e-02,4.07425841e-02,5.07927090e-02,5.06124616e-02,5.53033799e-02,5.50198227e-02,5.81209175e-02,5.78749916e-02,6.01166524e-02,5.95973726e-02
5.74000000e+00,4.04965617e-02,3.99321955e-02,4.97848578e-02,4.96077633e-02,5.42028695e-02,5.39285205e-02,5.69626614e-02,5.67276353e-02,5.89169972e-02,5.84162195e-02
5.76000000e+00,3.96972410e-02,3.91375916e-02,4.87965643e-02,4.86225684e-02,5.31238802e-02,5.28583746e-02,5.58266826e-02,5.56025034e-02,5.77408634e-02,5.72579344e-02
5.78000000e+00,3.89134288e-02,3.83584684e-02,4.78275903e-02,4.76565035e-02,5.20658642e-02,5.18089803e-02,5.47130741e-02,5.44991716e-02,5.65874912e-02,5.61220811e-02
5.80000000e+00,3.81447040e-02,3.75945276e-02,4.68772016e-02,4.67092017e-02,5.10286614e-02,5.07799408e-02,5.36211319e-02,5.34172235e-02,5.54567613e-02,5.50082313e-02
5.82000000e+00,3.73908207e-02,3.68454765e-02,4.59455177e-02,4.57803034e-02,5.00115119e-02,4.97708666e-02,5.25504276e-02,5.23562503e-02,5.43481484e-02,5.39159648e-02
5.84000000e+00,3.66514996e-02,3.61110279e-02,4.50317785e-02,4.48694554e-02,4.90141846e-02,4.87813755e-02,5.15006408e-02,5.13158511e-02,5.32612391e-02,5.28448693e-02
5.86000000e+00,3.59263793e-02,3.53909002e-02,4.41358797e-02,4.39763115e-02,4.80362736e-02,4.78110925e-02,5.04714958e-02,5.02956324e-02,5.21955155e-02,5.17945401e-02
5.88000000e+00,3.52153704e-02,3.46848170e-02,4.32572328e-02,4.31005318e-02,4.70774062e-02,4.68596495e-02,4.94622402e-02,4.92952080e-02,5.11506535e-02,5.07645802e-02
5.90000000e+00,3.45180146e-02,3.39925074e-02,4.23957743e-02,4.22417828e-02,4.61374000e-02,4.59266857e-02,4.84727509e-02,4.83141990e-02,5.01262769e-02,4.97545999e-02
5.92000000e+00,3.38341780e-02,3.33137053e-02,4.15511057e-02,4.13997374e-02,4.52155136e-02,4.50118465e-02,4.75027449e-02,4.73522336e-02,4.91219163e-02,4.87642169e-02
5.94000000e+00,3.31634954e-02,3.26481499e-02,4.07227352e-02,4.05740745e-02,4.43117581e-02,4.41147845e-02,4.65516858e-02,4.64089470e-02,4.81371991e-02,4.77930561e-02
5.96000000e+00,3.25056911e-02,3.19955852e-02,3.99106033e-02,3.97644793e-02,4.34255637e-02,4.32351585e-02,4.56190966e-02,4.54839813e-02,4.71717604e-02,4.68407493e-02
5.98000000e+00,3.18605900e-02,3.13557603e-02,3.91140953e-02,3.89706428e-02,4.25566547e-02,4.23726339e-02,4.47048210e-02,4.45769852e-02,4.62252758e-02,4.59069353e-02
6.00000000e+00,3.12279984e-02,3.07284287e-02,3.83331962e-02,3.81922616e-02,4.17046733e-02,4.15268822e-02,4.38084006e-02,4.36876141e-02,4.52972651e-02,4.49912596e-02
6.02000000e+00,3.06075271e-02,3.01133490e-02,3.75674367e-02,3.74290386e-02,4.08694111e-02,4.06975814e-02,4.29294705e-02,4.28155298e-02,4.43874449e-02,4.40933745e-02
6.04000000e+00,2.99991202e-02,2.95102842e-02,3.68166193e-02,3.66806817e-02,4.00504582e-02,3.98844152e-02,4.20677252e-02,4.19604005e-02,4.34955359e-02,4.32129388e-02
6.06000000e+00,2.94024404e-02,2.89190016e-02,3.60802971e-02,3.59469047e-02,3.92473750e-02,3.90870736e-02,4.12229449e-02,4.11219006e-02,4.26209718e-02,4.23496176e-02
6.08000000e+00,2.88171340e-02,2.83392735e-02,3.53583843e-02,3.52274267e-02,3.84599566e-02,3.83052522e-02,4.03946005e-02,4.02997107e-02,4.17636074e-02,4.15030824e-02
6.10000000e+00,2.82432064e-02,2.77708759e-02,3.46505232e-02,3.45219722e-02,3.76880281e-02,3.75386524e-02,3.95823978e-02,3.94935175e-02,4.09229770e-02,4.06730108e-02
6.12000000e+00,2.76803225e-02,2.72135895e-02,3.39562930e-02,3.38302708e-02,3.69310640e-02,3.67869814e-02,3.87862548e-02,3.87030134e-02,4.00988832e-02,3.98590865e-02
6.14000000e+00,2.71283276e-02,2.66671991e-02,3.32756601e-02,3.31520573e-02,3.61888818e-02,3.60499518e-02,3.80055755e-02,3.79278966e-02,3.92909124e-02,3.90609994e-02
6.16000000e+00,2.65869033e-02,2.61314935e-02,3.26082669e-02,3.24870714e-02,3.54612097e-02,3.53272815e-02,3.72402035e-02,3.71678714e-02,3.84987518e-02,3.82784448e-02
6.18000000e+00,2.60559767e-02,2.56062656e-02,3.19537669e-02,3.18350579e-02,3.47477049e-02,3.46186941e-02,3.64896767e-02,3.64226471e-02,3.77222076e-02,3.75111241e-02
6.20000000e+00,2.55351979e-02,2.50913123e-02,3.13120820e-02,3.11957664e-02,3.40481997e-02,3.39239180e-02,3.57539915e-02,3.56919388e-02,3.69607806e-02,3.67587442e-02
6.22000000e+00,2.50245072e-02,2.45864343e-02,3.06827892e-02,3.05689513e-02,3.33623216e-02,3.32426870e-02,3.50326598e-02,3.49754671e-02,3.62142660e-02,3.60210175e-02
6.24000000e+00,2.45235935e-02,2.40914362e-02,3.00657395e-02,2.99543714e-02,3.26897465e-02,3.25747400e-02,3.43254171e-02,3.42729577e-02,3.54824960e-02,3.52976620e-02
6.26000000e+00,2.40323618e-02,2.36061262e-02,2.94606611e-02,2.93517904e-02,3.20303477e-02,3.19198206e-02,3.36319543e-02,3.35841415e-02,3.47649306e-02,3.45884008e-02
6.28000000e+00,2.35505924e-02,2.31303163e-02,2.88673509e-02,2.87609764e-02,3.13837714e-02,3.12776775e-02,3.29521224e-02,3.29087545e-02,3.40614431e-02,3.38929624e-02
6.30000000e+00,2.30780635e-02,2.26638221e-02,2.82855295e-02,2.81817018e-02,3.07498071e-02,3.06480640e-02,3.22855711e-02,3.22465378e-02,3.33717614e-02,3.32110804e-02
6.32000000e+00,2.26146374e-02,2.22064627e-02,2.77150776e-02,2.76137435e-02,3.01282741e-02,3.00307382e-02,3.16320583e-02,3.15972373e-02,3.26955579e-02,3.25424935e-02
6.34000000e+00,2.21601538e-02,2.17580606e-02,2.71557029e-02,2.70568824e-02,2.95187905e-02,2.94254628e-02,3.09913065e-02,3.09606037e-02,3.20326388e-02,3.18869452e-02
6.36000000e+00,2.17144005e-02,2.13184418e-02,2.66070832e-02,2.65109039e-02,2.89212372e-02,2.88320048e-02,3.03630587e-02,3.03363925e-02,3.13827060e-02,3.12441839e-02
6.38000000e+00,2.12771725e-02,2.08874355e-02,2.60692239e-02,2.59755973e-02,2.83352751e-02,2.82501359e-02,2.97470763e-02,2.97243638e-02,3.07454653e-02,3.06139629e-02
6.40000000e+00,2.08483879e-02,2.04648744e-02,2.55417489e-02,2.54507558e-02,2.77607813e-02,2.76796321e-02,2.91431714e-02,2.91242824e-02,3.01206969e-02,2.99960402e-02
6.42000000e+00,2.04278324e-02,2.00505943e-02,2.50245202e-02,2.49361769e-02,2.71974690e-02,2.71202733e-02,2.85510086e-02,2.85359173e-02,2.95082089e-02,2.93901781e-02
6.44000000e+00,2.00153794e-02,1.96444340e-02,2.45173313e-02,2.44316615e-02,2.66451258e-02,2.65718442e-02,2.79705022e-02,2.79590421e-02,2.89076027e-02,2.87961436e-02
6.46000000e+00,1.96108744e-02,1.92462357e-02,2.40199547e-02,2.39370148e-02,2.61035413e-02,2.60341330e-02,2.74012797e-02,2.73934347e-02,2.83188503e-02,2.82137083e-02
6.48000000e+00,1.92140751e-02,1.88558444e-02,2.35322546e-02,2.34520453e-02,2.55725086e-02,2.55069324e-02,2.68431734e-02,2.68388770e-02,2.77415272e-02,2.76426479e-02
6.50000000e+00,1.88249107e-02,1.84731080e-02,2.30539665e-02,2.29765653e-02,2.50518378e-02,2.49900388e-02,2.62959469e-02,2.62951553e-02,2.71755587e-02,2.70827424e-02
6.52000000e+00,1.84431989e-02,1.80978777e-02,2.25849804e-02,2.25103908e-02,2.45412756e-02,2.44832526e-02,2.57593784e-02,2.57620600e-02,2.66206469e-02,2.65337761e-02
6.54000000e+00,1.80688985e-02,1.77300073e-02,2.21250951e-02,2.20533413e-02,2.40406822e-02,2.39863778e-02,2.52334028e-02,2.52393852e-02,2.60765534e-02,2.59955372e-02
6.56000000e+00,1.77017301e-02,1.73693533e-02,2.16741394e-02,2.16052395e-02,2.35498175e-02,2.34992225e-02,2.47176178e-02,2.47269291e-02,2.55431384e-02,2.54678182e-02
6.58000000e+00,1.73416175e-02,1.70157752e-02,2.12318562e-02,2.11659119e-02,2.30684690e-02,2.30215981e-02,2.42118631e-02,2.42244939e-02,2.50201169e-02,2.49504154e-02
6.60000000e+00,1.69884022e-02,1.66691352e-02,2.07982156e-02,2.07351879e-02,2.25965381e-02,2.25533198e-02,2.37159897e-02,2.37318853e-02,2.45073251e-02,2.44431289e-02
6.62000000e+00,1.66419987e-02,1.63292979e-02,2.03729253e-02,2.03129005e-02,2.21337955e-02,2.20942063e-02,2.32298318e-02,2.32489129e-02,2.40045823e-02,2.39457628e-02
6.64000000e+00,1.63022168e-02,1.59961308e-02,1.99559256e-02,1.98988857e-02,2.16800217e-02,2.16440797e-02,2.27531735e-02,2.27753899e-02,2.35116109e-02,2.34581249e-02
6.66000000e+00,1.59689542e-02,1.56695038e-02,1.95469595e-02,1.94929827e-02,2.12351102e-02,2.12027658e-02,2.22857390e-02,2.23111330e-02,2.30283421e-02,2.29800265e-02
6.68000000e+00,1.56421084e-02,1.53492894e-02,1.91458929e-02,1.90950339e-02,2.07987931e-02,2.07700932e-02,2.18274817e-02,2.18559623e-02,2.25544702e-02,2.25112827e-02
6.70000000e+00,1.53215136e-02,1.50353624e-02,1.87526736e-02,1.87048846e-02,2.03710012e-02,2.03458943e-02,2.13781036e-02,2.14097017e-02,2.20898539e-02,2.20517121e-02
6.72000000e+00,1.50070973e-02,1.47276002e-02,1.83670036e-02,1.83223831e-02,1.99515354e-02,1.99300043e-02,2.09375098e-02,2.09721782e-02,2.16343254e-02,2.16011367e-02
6.74000000e+00,1.46987103e-02,1.44258825e-02,1.79888438e-02,1.79473805e-02,1.95402633e-02,1.95222619e-02,2.05055401e-02,2.05432221e-02,2.11876761e-02,2.11593818e-02
6.76000000e+00,1.43962083e-02,1.41300912e-02,1.76179670e-02,1.75797309e-02,1.91369131e-02,1.91225088e-02,2.00819243e-02,2.01226670e-02,2.07497422e-02,2.07262764e-02
6.78000000e+00,1.40995495e-02,1.38401108e-02,1.72542930e-02,1.72192913e-02,1.87414363e-02,1.87305895e-02,1.96666289e-02,1.97103498e-02,2.03204118e-02,2.03016523e-02
6.80000000e+00,1.38085699e-02,1.35558276e-02,1.68976653e-02,1.68659212e-02,1.83536317e-02,1.83463517e-02,1.92593802e-02,1.93061103e-02,1.98994204e-02,1.98853450e-02
6.82000000e+00,1.35231614e-02,1.32771304e-02,1.65479276e-02,1.65194830e-02,1.79733951e-02,1.79696461e-02,1.88600719e-02,1.89097916e-02,1.94866173e-02,1.94771928e-02
6.84000000e+00,1.32432366e-02,1.30039101e-02,1.62049904e-02,1.61798416e-02,1.76005457e-02,1.76003260e-02,1.84686091e-02,1.85212397e-02,1.90819260e-02,1.90770372e-02
6.86000000e+00,1.29687162e-02,1.27360597e-02,1.58686675e-02,1.58468646e-02,1.72349364e-02,1.72382478e-02,1.80847589e-02,1.81403035e-02,1.86851304e-02,1.86847229e-02
6.88000000e+00,1.26994373e-02,1.24734743e-02,1.55388787e-02,1.55204222e-02,1.68764666e-02,1.68832705e-02,1.77083481e-02,1.77668348e-02,1.82960592e-02,1.83000973e-02
6.90000000e+00,1.24353413e-02,1.22160508e-02,1.52155003e-02,1.52003869e-02,1.65249743e-02,1.65352558e-02,1.73393022e-02,1.74006885e-02,1.79145858e-02,1.79230108e-02
6.92000000e+00,1.21763414e-02,1.19636885e-02,1.48983570e-02,1.48866338e-02,1.61802508e-02,1.61940681e-02,1.69774443e-02,1.70417220e-02,1.75406151e-02,1.75533170e-02
6.94000000e+00,1.19222719e-02,1.17162882e-02,1.45873716e-02,1.45790405e-02,1.58423092e-02,1.58595745e-02,1.66226309e-02,1.66897955e-02,1.71738770e-02,1.71908718e-02
6.96000000e+00,1.16731068e-02,1.14737531e-02,1.42823998e-02,1.42774867e-02,1.55109018e-02,1.55316445e-02,1.62747540e-02,1.63447720e-02,1.68143325e-02,1.68355342e-02
6.98000000e+00,1.14287743e-02,1.12359879e-02,1.39833568e-02,1.39818547e-02,1.51859652e-02,1.52101501e-02,1.59336999e-02,1.60065169e-02,1.64618287e-02,1.64871659e-02
7.00000000e+00,1.11891013e-02,1.10028992e-02,1.36901122e-02,1.36920289e-02,1.48673439e-02,1.48949660e-02,1.55992424e-02,1.56748986e-02,1.61161795e-02,1.61456311e-02
7.02000000e+00,1.09540531e-02,1.07743957e-02,1.34025440e-02,1.34078959e-02,1.45549374e-02,1.45859692e-02,1.52713321e-02,1.53497876e-02,1.57773122e-02,1.58107967e-02
7.04000000e+00,1.07235331e-02,1.05503875e-02,1.31205916e-02,1.31293447e-02,1.42486189e-02,1.42830388e-02,1.49498582e-02,1.50310571e-02,1.54450992e-02,1.54825323e-02
7.06000000e+00,1.04974639e-02,1.03307866e-02,1.28440987e-02,1.28562662e-02,1.39482683e-02,1.39860567e-02,1.46346288e-02,1.47185827e-02,1.51193757e-02,1.51607097e-02
7.08000000e+00,1.02757588e-02,1.01155068e-02,1.25729833e-02,1.25885535e-02,1.36537738e-02,1.36949067e-02,1.43255545e-02,1.44122425e-02,1.47999935e-02,1.48452034e-02
7.10000000e+00,1.00583099e-02,9.90446339e-03,1.23071317e-02,1.23261018e-02,1.33650312e-02,1.34094751e-02,1.40225384e-02,1.41119169e-02,1.44868875e-02,1.45358903e-02
7.12000000e+00,9.84507706e-03,9.69757348e-03,1.20464424e-02,1.20688084e-02,1.30819147e-02,1.31296502e-02,1.37254475e-02,1.38174884e-02,1.41798984e-02,1.42326496e-02
7.14000000e+00,9.63597279e-03,9.49475568e-03,1.17908269e-02,1.18165725e-02,1.28043443e-02,1.28553226e-02,1.34341707e-02,1.35288421e-02,1.38789313e-02,1.39353629e-02
7.16000000e+00,9.43090580e-03,9.29593021e-03,1.15402266e-02,1.15692951e-02,1.25321615e-02,1.25863848e-02,1.31486012e-02,1.32458651e-02,1.35838725e-02,1.36439140e-02
7.18000000e+00,9.22981277e-03,9.10101885e-03,1.12944888e-02,1.13268793e-02,1.22653311e-02,1.23227318e-02,1.28686326e-02,1.29684467e-02,1.32945934e-02,1.33581890e-02
7.20000000e+00,9.03260987e-03,8.90994488e-03,1.10535352e-02,1.10892302e-02,1.20037301e-02,1.20642601e-02,1.25941522e-02,1.26964785e-02,1.30110076e-02,1.30780762e-02
7.22000000e+00,8.83923285e-03,8.72263310e-03,1.08173061e-02,1.08562544e-02,1.17472550e-02,1.18108686e-02,1.23250326e-02,1.24298539e-02,1.27329929e-02,1.28034661e-02
7.24000000e+00,8.64961650e-03,8.53900975e-03,1.05856759e-02,1.06278605e-02,1.14957932e-02,1.15624580e-02,1.20612076e-02,1.21684686e-02,1.24604553e-02,1.25342511e-02
7.26000000e+00,8.46369192e-03,8.35900251e-03,1.03585850e-02,1.04039590e-02,1.12492749e-02,1.13189310e-02,1.18025830e-02,1.19122203e-02,1.21932616e-02,1.22703260e-02
7.28000000e+00,8.28136969e-03,8.18254047e-03,1.01359412e-02,1.01844618e-02,1.10075977e-02,1.10801920e-02,1.15490556e-02,1.16610086e-02,1.19313430e-02,1.20115874e-02
7.30000000e+00,8.10261816e-03,8.00955411e-03,9.91765689e-03,9.96928292e-03,1.07706441e-02,1.08461474e-02,1.13005163e-02,1.14147350e-02,1.16745718e-02,1.17579339e-02
7.32000000e+00,7.92734511e-03,7.83997525e-03,9.70367063e-03,9.75833767e-03,1.05383899e-02,1.06167055e-02,1.10568618e-02,1.11733031e-02,1.14229005e-02,1.15092663e-02
7.34000000e+00,7.75549188e-03,7.67373704e-03,9.49386694e-03,9.55154321e-03,1.03107011e-02,1.03917761e-02,1.08180288e-02,1.09366182e-02,1.11761764e-02,1.12654870e-02
7.36000000e+00,7.58700725e-03,7.51077393e-03,9.28820111e-03,9.34881827e-03,1.00874929e-02,1.01712711e-02,1.05838990e-02,1.07045874e-02,1.09343380e-02,1.10265006e-02
7.38000000e+00,7.42180366e-03,7.35102166e-03,9.08660516e-03,9.15008315e-03,9.86871310e-03,9.95510374e-03,1.03544230e-02,1.04771197e-02,1.06972940e-02,1.07922132e-02
7.40000000e+00,7.25988578e-03,7.19441720e-03,8.88896454e-03,8.95525969e-03,9.65423137e-03,9.74318923e-03,1.01294816e-02,1.02541258e-02,1.04649337e-02,1.05625330e-02
7.42000000e+00,7.10111065e-03,7.04089878e-03,8.69524106e-03,8.76427126e-03,9.44401976e-03,9.53544430e-03,9.90901049e-03,1.00355183e-02,1.02372104e-02,1.03373699e-02
7.44000000e+00,6.94548059e-03,6.89040581e-03,8.50533415e-03,8.57704272e-03,9.23796184e-03,9.33178732e-03,9.69289616e-03,9.82121127e-03,1.00140087e-02,1.01166356e-02
7.46000000e+00,6.79291505e-03,6.74287888e-03,8.31919443e-03,8.39350039e-03,9.03603062e-03,9.13213822e-03,9.48112272e-03,9.61112056e-03,9.79523454e-03,9.90024324e-03
7.48000000e+00,6.64337352e-03,6.59825975e-03,8.13676044e-03,8.21357200e-03,8.83809105e-03,8.93641852e-03,9.27352160e-03,9.40516362e-03,9.58084688e-03,9.68810800e-03
7.50000000e+00,6.49678055e-03,6.45649133e-03,7.95795023e-03,8.03718673e-03,8.64408351e-03,8.74455125e-03,9.07008629e-03,9.20325953e-03,9.37072281e-03,9.48014652e-03
7.52000000e+00,6.35311939e-03,6.31751760e-03,7.78269814e-03,7.86427509e-03,8.45397916e-03,8.55646093e-03,8.87072738e-03,9.00532891e-03,9.16483905e-03,9.27627707e-03
7.54000000e+00,6.21228246e-03,6.18128369e-03,7.61095807e-03,7.69476898e-03,8.26765876e-03,8.37207354e-03,8.67534615e-03,8.81129394e-03,8.96305311e-03,9.07641955e-03
7.56000000e+00,6.07427210e-03,6.04773575e-03,7.44262757e-03,7.52860160e-03,8.08507018e-03,8.19131653e-03,8.48389510e-03,8.62107832e-03,8.76532402e-03,8.88049539e-03
7.58000000e+00,5.93901146e-03,5.91682101e-03,7.27768010e-03,7.36570747e-03,7.90614821e-03,8.01411873e-03,8.29628576e-03,8.43460720e-03,8.57155584e-03,8.68842753e-03
7.60000000e+00,5.80644887e-03,5.78848774e-03,7.11604580e-03,7.20602237e-03,7.73083558e-03,7.84041036e-03,8.11244920e-03,8.25180722e-03,8.38171691e-03,8.50014043e-03
7.62000000e+00,5.67656150e-03,5.66268518e-03,6.95766229e-03,7.04948334e-03,7.55905733e-03,7.67012301e-03,7.93233234e-03,8.07260643e-03,8.19572248e-03,8.31556001e-03
7.64000000e+00,5.54927485e-03,5.53936361e-03,6.80248346e-03,6.89602863e-03,7.39073241e-03,7.50318959e-03,7.75586162e-03,7.89693427e-03,8.01346917e-03,8.13461365e-03
7.66000000e+00,5.42455306e-03,5.41847424e-03,6.65042270e-03,6.74559772e-03,7.22583896e-03,7.33954433e-03,7.58295693e-03,7.72472157e-03,7.83492811e-03,7.95723010e-03
7.68000000e+00,5.30235376e-03,5.29996927e-03,6.50144788e-03,6.59813126e-03,7.06428522e-03,7.17912271e-03,7.41357310e-03,7.55590050e-03,7.66001223e-03,7.78333953e-03
7.70000000e+00,5.18262060e-03,5.18380180e-03,6.35550776e-03,6.45357104e-03,6.90599298e-03,7.02186151e-03,7.24762119e-03,7.39040454e-03,7.48864654e-03,7.61287345e-03
7.72000000e+00,5.06532751e-03,5.06992588e-03,6.21253485e-03,6.31186001e-03,6.75094919e-03,6.86769870e-03,7.08507188e-03,7.22816848e-03,7.32079381e-03,7.44576472e-03
7.74000000e+00,4.95042512e-03,4.95829643e-03,6.07247697e-03,6.17294221e-03,6.59907749e-03,6.71657348e-03,6.92583947e-03,7.06912837e-03,7.15636835e-03,7.28194748e-03
7.76000000e+00,4.83785383e-03,4.84886927e-03,5.93527453e-03,6.03676279e-03,6.45031501e-03,6.56842623e-03,6.76988158e-03,6.91322151e-03,6.99532684e-03,7.12135719e-03
7.78000000e+00,4.72760433e-03,4.74160109e-03,5.80090890e-03,5.90326797e-03,6.30459283e-03,6.42319850e-03,6.61712699e-03,6.76038641e-03,6.83758920e-03,6.96393054e-03
7.80000000e+00,4.61961329e-03,4.63644939e-03,5.66928461e-03,5.77240500e-03,6.16187882e-03,6.28083297e-03,6.46753469e-03,6.61056280e-03,6.68312795e-03,6.80960544e-03
7.82000000e+00,4.51384438e-03,4.53337256e-03,5.54039050e-03,5.64412217e-03,6.02213293e-03,6.14127344e-03,6.32101065e-03,6.46369157e-03,6.53183134e-03,6.65832105e-03
7.84000000e+00,4.41026501e-03,4.43232975e-03,5.41415997e-03,5.51836880e-03,5.88525413e-03,6.00446481e-03,6.17754413e-03,6.31971475e-03,6.38368959e-03,6.51001768e-03
7.86000000e+00,4.30882443e-03,4.33328095e-03,5.29055204e-03,5.39509518e-03,5.75122470e-03,5.87035305e-03,6.03704061e-03,6.17857553e-03,6.23863982e-03,6.36463682e-03
7.88000000e+00,4.20949841e-03,4.23618690e-03,5.16950432e-03,5.27425255e-03,5.61999111e-03,5.73888519e-03,5.89947635e-03,6.04021819e-03,6.09658984e-03,6.22212111e-03
7.90000000e+00,4.11223853e-03,4.14100914e-03,5.05098654e-03,5.15579316e-03,5.49151143e-03,5.61000928e-03,5.76478336e-03,5.90458810e-03,5.95752988e-03,6.08241428e-03
7.92000000e+00,4.01701638e-03,4.04770994e-03,4.93494747e-03,5.03967013e-03,5.36570046e-03,5.48367441e-03,5.63292298e-03,5.77163169e-03,5.82136679e-03,5.94546117e-03
7.94000000e+00,3.92378867e-03,3.95625232e-03,4.82134428e-03,4.92583755e-03,5.24254143e-03,5.35983064e-03,5.50382212e-03,5.64129644e-03,5.68807917e-03,5.81120772e-03
7.96000000e+00,3.83252511e-03,3.86660002e-03,4.71014064e-03,4.81425037e-03,5.12197241e-03,5.23842902e-03,5.37744677e-03,5.51353087e-03,5.55760553e-03,5.67960089e-03
7.98000000e+00,3.74318985e-03,3.77871750e-03,4.60127648e-03,4.70486443e-03,5.00395661e-03,5.11942154e-03,5.25374245e-03,5.38828447e-03,5.42988675e-03,5.55058869e-03
8.00000000e+00,3.65574146e-03,3.69256991e-03,4.49472433e-03,4.59763645e-03,4.88844560e-03,5.00276116e-03,5.13266167e-03,5.26550776e-03,5.30486461e-03,5.42412015e-03
8.02000000e+00,3.57015198e-03,3.60812309e-03,4.39042831e-03,4.49252398e-03,4.77538025e-03,4.88840171e-03,5.01415553e-03,5.14515219e-03,5.18251909e-03,5.30014529e-03
8.04000000e+00,3.48639535e-03,3.52534352e-03,4.28835209e-03,4.38948540e-03,4.66472981e-03,4.77629797e-03,4.89817560e-03,5.02717017e-03,5.06277056e-03,5.17861510e-03
8.06000000e+00,3.40442522e-03,3.44419838e-03,4.18846868e-03,4.28847992e-03,4.55644960e-03,4.66640559e-03,4.78467764e-03,4.91151505e-03,4.94559761e-03,5.05948154e-03
8.08000000e+00,3.32421088e-03,3.36465547e-03,4.09071939e-03,4.18946753e-03,4.45047999e-03,4.55868106e-03,4.67360858e-03,4.79814108e-03,4.83093131e-03,4.94269750e-03
8.10000000e+00,3.24571342e-03,3.28668323e-03,3.99507210e-03,4.09240902e-03,4.34679165e-03,4.45308177e-03,4.56492696e-03,4.68700342e-03,4.71873069e-03,4.82821679e-03
8.12000000e+00,3.16892448e-03,3.21025070e-03,3.90149211e-03,3.99726593e-03,4.24534082e-03,4.34956589e-03,4.45859786e-03,4.57805808e-03,4.60895104e-03,4.71599413e-03
8.14000000e+00,3.09378980e-03,3.13532756e-03,3.80992214e-03,3.90400056e-03,4.14608838e-03,4.24809246e-03,4.35456727e-03,4.47126196e-03,4.50154906e-03,4.60598512e-03
8.16000000e+00,3.02029541e-03,3.06188406e-03,3.72035033e-03,3.81257597e-03,4.04897658e-03,4.14862128e-03,4.25278256e-03,4.36657277e-03,4.39646607e-03,4.49814623e-03
8.18000000e+00,2.94839661e-03,2.98989105e-03,3.63272219e-03,3.72295590e-03,3.95399192e-03,4.05111296e-03,4.15322743e-03,4.26394908e-03,4.29367600e-03,4.39243477e-03
8.20000000e+00,2.87806941e-03,2.91931993e-03,3.54700023e-03,3.63510484e-03,3.86106642e-03,3.95552887e-03,4.05582273e-03,4.16335026e-03,4.19312483e-03,4.28880891e-03
8.22000000e+00,2.80928425e-03,2.85014268e-03,3.46314907e-03,3.54898795e-03,3.77016352e-03,3.86183115e-03,3.96055914e-03,4.06473646e-03,4.09476506e-03,4.18722762e-03
8.24000000e+00,2.74200202e-03,2.78233184e-03,3.38113843e-03,3.46457110e-03,3.68125970e-03,3.76998267e-03,3.86737403e-03,3.96806863e-03,3.99856362e-03,4.08765068e-03
8.26000000e+00,2.67620618e-03,2.71586045e-03,3.30092828e-03,3.38182080e-03,3.59430164e-03,3.67994703e-03,3.77623015e-03,3.87330848e-03,3.90446582e-03,3.99003864e-03
8.28000000e+00,2.61185691e-03,2.65070213e-03,3.22247646e-03,3.30070422e-03,3.50925373e-03,3.59168854e-03,3.68709350e-03,3.78041845e-03,3.81244277e-03,3.89435284e-03
8.30000000e+00,2.54893606e-03,2.58683097e-03,3.14575713e-03,3.22118921e-03,3.42607452e-03,3.50517221e-03,3.59990518e-03,3.68936175e-03,3.72243393e-03,3.80055539e-03
