D,Num_z1.93,New_z1.93,Num_z3.87,New_z3.87,Num_z5.80,New_z5.80,Num_z7.74,New_z7.74,Num_z9.67,New_z9.67
2.14000000e+00,1.09268423e+00,1.08920604e+00,1.66966316e+00,1.66167862e+00,1.96751636e+00,1.91823812e+00,2.08756612e+00,1.98747607e+00,2.13070348e+00,1.99909485e+00
2.16000000e+00,1.08382885e+00,1.08070345e+00,1.65581814e+00,1.64741953e+00,1.95099026e+00,1.90075195e+00,2.06991761e+00,1.96899078e+00,2.11264202e+00,1.98044789e+00
2.18000000e+00,1.07502431e+00,1.07224296e+00,1.64208308e+00,1.63327274e+00,1.93461309e+00,1.88344537e+00,2.05243578e+00,1.95072044e+00,2.09475403e+00,1.96203065e+00
2.20000000e+00,1.06627074e+00,1.06382477e+00,1.62845683e+00,1.61923754e+00,1.91838266e+00,1.86631617e+00,2.03511795e+00,1.93266176e+00,2.07703667e+00,1.94383929e+00
2.22000000e+00,1.05756827e+00,1.05544909e+00,1.61493823e+00,1.60531322e+00,1.90229683e+00,1.84936218e+00,2.01796152e+00,1.91481152e+00,2.05948712e+00,1.92587005e+00
2.24000000e+00,1.04891703e+00,1.04711609e+00,1.60152616e+00,1.59149909e+00,1.88635352e+00,1.83258126e+00,2.00096395e+00,1.89716657e+00,2.04210268e+00,1.90811924e+00
2.26000000e+00,1.04031710e+00,1.03882595e+00,1.58821952e+00,1.57779443e+00,1.87055069e+00,1.81597129e+00,1.98412276e+00,1.87972383e+00,2.02488071e+00,1.89058327e+00
2.28000000e+00,1.03176858e+00,1.03057883e+00,1.57501722e+00,1.56419855e+00,1.85488636e+00,1.79953020e+00,1.96743555e+00,1.86248025e+00,2.00781864e+00,1.87325861e+00
2.30000000e+00,1.02327155e+00,1.02237489e+00,1.56191821e+00,1.55071073e+00,1.83935862e+00,1.78325595e+00,1.95089999e+00,1.84543288e+00,1.99091397e+00,1.85614185e+00
2.32000000e+00,1.01482606e+00,1.01421427e+00,1.54892144e+00,1.53733028e+00,1.82396557e+00,1.76714654e+00,1.93451381e+00,1.82857882e+00,1.97416427e+00,1.83922960e+00
