D,NN_p1,NN_p5,NN_p20,NN_p100,NN_p500,NN_p3000,PBE_p1,PBE_p5,PBE_p20,PBE_p100,PBE_p500,PBE_p3000
4.74000000e+00,1.60428341e-02,1.22832239e-01,2.27957666e-01,2.58203089e-01,2.53740847e-01,2.54890501e-01,1.55348981e-02,1.23797897e-01,2.17641068e-01,2.54037385e-01,2.62022574e-01,2.63717141e-01
4.76000000e+00,1.57332569e-02,1.20449275e-01,2.23500893e-01,2.53135830e-01,2.48840526e-01,2.50082076e-01,1.52247845e-02,1.21383696e-01,2.13435865e-01,2.49140732e-01,2.56974401e-01,2.58636822e-01
4.78000000e+00,1.54296989e-02,1.18111432e-01,2.19127133e-01,2.48166412e-01,2.44036764e-01,2.45366246e-01,1.49208522e-02,1.19015753e-01,2.09310240e-01,2.44336504e-01,2.52021471e-01,2.53652343e-01
4.80000000e+00,1.51321208e-02,1.15817785e-01,2.14835420e-01,2.43293718e-01,2.39327341e-01,2.40742519e-01,1.46229770e-02,1.16693195e-01,2.05262711e-01,2.39622984e-01,2.47162011e-01,2.48761921e-01
4.82000000e+00,1.48403030e-02,1.13568150e-01,2.10623890e-01,2.38515556e-01,2.34710976e-01,2.36207411e-01,1.43310372e-02,1.14415166e-01,2.01291827e-01,2.34998486e-01,2.42394286e-01,2.43963808e-01
4.84000000e+00,1.45542501e-02,1.11360937e-01,2.06491172e-01,2.33830333e-01,2.30186194e-01,2.31760666e-01,1.40449137e-02,1.12180828e-01,1.97396161e-01,2.30461356e-01,2.37716590e-01,2.39256290e-01
4.86000000e+00,1.42736696e-02,1.09195955e-01,2.02435911e-01,2.29236513e-01,2.25749105e-01,2.27398992e-01,1.37644896e-02,1.09989355e-01,1.93574313e-01,2.26009968e-01,2.33127250e-01,2.34637682e-01
4.88000000e+00,1.39985941e-02,1.07071891e-01,1.98456973e-01,2.24732041e-01,2.21400321e-01,2.23121792e-01,1.34896508e-02,1.07839940e-01,1.89824910e-01,2.21642730e-01,2.28624624e-01,2.30106332e-01
4.90000000e+00,1.37288654e-02,1.04988135e-01,1.94552898e-01,2.20315725e-01,2.17136726e-01,2.18925893e-01,1.32202850e-02,1.05731787e-01,1.86146602e-01,2.17358077e-01,2.24207099e-01,2.25660618e-01
4.92000000e+00,1.34643577e-02,1.02944374e-01,1.90722287e-01,2.15985477e-01,2.12957218e-01,2.14810893e-01,1.29562826e-02,1.03664119e-01,1.82538067e-01,2.13154474e-01,2.19873094e-01,2.21298947e-01
4.94000000e+00,1.32049862e-02,1.00939319e-01,1.86964020e-01,2.11739704e-01,2.08859578e-01,2.10775062e-01,1.26975361e-02,1.01636169e-01,1.78998003e-01,2.09030412e-01,2.15621057e-01,2.17019758e-01
4.96000000e+00,1.29506271e-02,9.89724845e-02,1.83276668e-01,2.07576662e-01,2.04842299e-01,2.06816152e-01,1.24439400e-02,9.96471886e-02,1.75525136e-01,2.04984414e-01,2.11449462e-01,2.12821517e-01
4.98000000e+00,1.27011938e-02,9.70431864e-02,1.79659516e-01,2.03495085e-01,2.00903535e-01,2.02933282e-01,1.21953913e-02,9.76964396e-02,1.72118213e-01,2.01015027e-01,2.07356814e-01,2.08702718e-01
5.00000000e+00,1.24565698e-02,9.51507017e-02,1.76110730e-01,1.99493110e-01,1.97042331e-01,1.99124649e-01,1.19517887e-02,9.57831995e-02,1.68776006e-01,1.97120825e-01,2.03341646e-01,2.04661885e-01
5.02000000e+00,1.22166732e-02,9.32942852e-02,1.72629476e-01,1.95570439e-01,1.93256393e-01,1.95388317e-01,1.17130334e-02,9.39067585e-02,1.65497307e-01,1.93300410e-01,1.99402514e-01,2.00697566e-01
5.04000000e+00,1.19814230e-02,9.14731473e-02,1.69214532e-01,1.91723481e-01,1.89545125e-01,1.91722840e-01,1.14790282e-02,9.20664203e-02,1.62280932e-01,1.89552409e-01,1.95538005e-01,1.96808339e-01
5.06000000e+00,1.17506720e-02,8.96874145e-02,1.65864736e-01,1.87951833e-01,1.85905442e-01,1.88127428e-01,1.12496781e-02,9.02615014e-02,1.59125719e-01,1.85875473e-01,1.91746730e-01,1.92992805e-01
5.08000000e+00,1.15243830e-02,8.79353806e-02,1.62578762e-01,1.84254900e-01,1.82337373e-01,1.84600115e-01,1.10248899e-02,8.84913308e-02,1.56030526e-01,1.82268279e-01,1.88027327e-01,1.89249594e-01
5.10000000e+00,1.13024293e-02,8.62169191e-02,1.59355700e-01,1.80630013e-01,1.78838983e-01,1.81139976e-01,1.08045725e-02,8.67552503e-02,1.52994232e-01,1.78729529e-01,1.84378456e-01,1.85577360e-01
5.12000000e+00,1.10847708e-02,8.45313221e-02,1.56194851e-01,1.77075773e-01,1.75409049e-01,1.77745223e-01,1.05886363e-02,8.50526135e-02,1.50015738e-01,1.75257947e-01,1.80798805e-01,1.81974780e-01
5.14000000e+00,1.08712297e-02,8.28782097e-02,1.53093725e-01,1.73591867e-01,1.72045439e-01,1.74414635e-01,1.03769938e-02,8.33827865e-02,1.47093963e-01,1.71852282e-01,1.77287084e-01,1.78440558e-01
5.16000000e+00,1.06618553e-02,8.12565461e-02,1.50052831e-01,1.70175985e-01,1.68747514e-01,1.71147391e-01,1.01695591e-02,8.17451467e-02,1.44227849e-01,1.68511306e-01,1.73842028e-01,1.74973420e-01
5.18000000e+00,1.04564494e-02,7.96663389e-02,1.47069737e-01,1.66827515e-01,1.65513724e-01,1.67941168e-01,9.96624826e-03,8.01390835e-02,1.41416355e-01,1.65233811e-01,1.70462395e-01,1.71572115e-01
5.20000000e+00,1.02549996e-02,7.81063735e-02,1.44144565e-01,1.63544312e-01,1.62342846e-01,1.64795816e-01,9.76697879e-03,7.85639972e-02,1.38658458e-01,1.62018616e-01,1.67146965e-01,1.68235418e-01
5.22000000e+00,1.00573692e-02,7.65762702e-02,1.41275972e-01,1.60325631e-01,1.59233347e-01,1.61709487e-01,9.57166998e-03,7.70192997e-02,1.35953157e-01,1.58864556e-01,1.63894540e-01,1.64962124e-01
5.24000000e+00,9.86351445e-03,7.50757307e-02,1.38462901e-01,1.57169834e-01,1.56184018e-01,1.58680931e-01,9.38024273e-03,7.55044135e-02,1.33299468e-01,1.55770492e-01,1.60703947e-01,1.61751049e-01
5.26000000e+00,9.67337471e-03,7.36040398e-02,1.35703564e-01,1.54076889e-01,1.53193846e-01,1.55709848e-01,9.19261955e-03,7.40187721e-02,1.30696424e-01,1.52735304e-01,1.57574030e-01,1.58601034e-01
5.28000000e+00,9.48684756e-03,7.21604601e-02,1.32997930e-01,1.51043922e-01,1.50261655e-01,1.52793854e-01,9.00872449e-03,7.25618194e-02,1.28143076e-01,1.49757892e-01,1.54503659e-01,1.55510939e-01
5.30000000e+00,9.30389296e-03,7.07447231e-02,1.30344838e-01,1.48071080e-01,1.47386253e-01,1.49932519e-01,8.82848315e-03,7.11330097e-02,1.25638494e-01,1.46837177e-01,1.51491721e-01,1.52479645e-01
5.32000000e+00,9.12439637e-03,6.93562999e-02,1.27743348e-01,1.45155996e-01,1.44566104e-01,1.47125140e-01,8.65182262e-03,6.97318074e-02,1.23181764e-01,1.43972100e-01,1.48537124e-01,1.49506055e-01
5.34000000e+00,8.94835405e-03,6.79946691e-02,1.25192240e-01,1.42299101e-01,1.41800612e-01,1.44369885e-01,8.47867147e-03,6.83576870e-02,1.20771988e-01,1.41161621e-01,1.45638799e-01,1.46589091e-01
5.36000000e+00,8.77561979e-03,6.66589960e-02,1.22690693e-01,1.39497414e-01,1.39088556e-01,1.41666159e-01,8.30895969e-03,6.70101327e-02,1.18408286e-01,1.38404718e-01,1.42795693e-01,1.43727694e-01
5.38000000e+00,8.60617124e-03,6.53493181e-02,1.20237932e-01,1.36751294e-01,1.36428341e-01,1.39012679e-01,8.14261868e-03,6.56886385e-02,1.16089792e-01,1.35700390e-01,1.40006774e-01,1.40920826e-01
5.40000000e+00,8.43993854e-03,6.40648678e-02,1.17833197e-01,1.34059027e-01,1.33820072e-01,1.36408731e-01,7.97958124e-03,6.43927076e-02,1.13815660e-01,1.33047654e-01,1.37271029e-01,1.38167468e-01
5.42000000e+00,8.27685278e-03,6.28049672e-02,1.15475282e-01,1.31419405e-01,1.31260902e-01,1.33853257e-01,7.81978151e-03,6.31218527e-02,1.11585054e-01,1.30445542e-01,1.34587462e-01,1.35466618e-01
5.44000000e+00,8.11685342e-03,6.15694784e-02,1.13163166e-01,1.28831878e-01,1.28751665e-01,1.31345019e-01,7.66315495e-03,6.18755954e-02,1.09397158e-01,1.27893108e-01,1.31955098e-01,1.32817293e-01
5.46000000e+00,7.95989297e-03,6.03579134e-02,1.10896654e-01,1.26295298e-01,1.26290232e-01,1.28883392e-01,7.50963832e-03,6.06534663e-02,1.07251169e-01,1.25389420e-01,1.29372977e-01,1.30218531e-01
5.48000000e+00,7.80589040e-03,5.91695681e-02,1.08674347e-01,1.23808108e-01,1.23876147e-01,1.26467556e-01,7.35916965e-03,5.94550050e-02,1.05146299e-01,1.22933565e-01,1.26840160e-01,1.27669382e-01
5.50000000e+00,7.65478658e-03,5.80042489e-02,1.06495671e-01,1.21370345e-01,1.21508166e-01,1.24095835e-01,7.21168822e-03,5.82797594e-02,1.03081773e-01,1.20524647e-01,1.24355721e-01,1.25168919e-01
5.52000000e+00,7.50655774e-03,5.68614118e-02,1.04359366e-01,1.18980162e-01,1.19185291e-01,1.21768594e-01,7.06713452e-03,5.71272859e-02,1.01056834e-01,1.18161784e-01,1.21918754e-01,1.22716228e-01
5.54000000e+00,7.36111496e-03,5.57406321e-02,1.02265380e-01,1.16636634e-01,1.16907164e-01,1.19484149e-01,6.92545024e-03,5.59971495e-02,9.90707349e-02,1.15844113e-01,1.19528370e-01,1.20310414e-01
5.56000000e+00,7.21839722e-03,5.46415597e-02,1.00212581e-01,1.14339404e-01,1.14672400e-01,1.17241636e-01,6.78657823e-03,5.48889231e-02,9.71227447e-02,1.13570786e-01,1.17183693e-01,1.17950598e-01
5.58000000e+00,7.07837613e-03,5.35637513e-02,9.82001424e-02,1.12087272e-01,1.12480067e-01,1.15040697e-01,6.65046251e-03,5.38021875e-02,9.52121452e-02,1.11340969e-01,1.14883867e-01,1.15635916e-01
5.60000000e+00,6.94098510e-03,5.25067747e-02,9.62270349e-02,1.09879032e-01,1.10329472e-01,1.12880260e-01,6.51704819e-03,5.27365316e-02,9.33382315e-02,1.09153845e-01,1.12628049e-01,1.13365521e-01
5.62000000e+00,6.80620456e-03,5.14701419e-02,9.42928270e-02,1.07714452e-01,1.08220018e-01,1.10759735e-01,6.38628151e-03,5.16915520e-02,9.15003115e-02,1.07008612e-01,1.10415413e-01,1.11138582e-01
5.64000000e+00,6.67394325e-03,5.04536927e-02,9.23970193e-02,1.05592094e-01,1.06150538e-01,1.08677588e-01,6.25810977e-03,5.06668527e-02,8.96977061e-02,1.04904482e-01,1.08245148e-01,1.08954282e-01
5.66000000e+00,6.54416531e-03,4.94568087e-02,9.05382410e-02,1.03511393e-01,1.04120336e-01,1.06634058e-01,6.13248133e-03,4.96620452e-02,8.79297486e-02,1.02840682e-01,1.06116456e-01,1.06811820e-01
5.68000000e+00,6.41682139e-03,4.84792851e-02,8.87164325e-02,1.01471171e-01,1.02128744e-01,1.04627863e-01,6.00934557e-03,4.86767484e-02,8.61957847e-02,1.00816453e-01,1.04028556e-01,1.04710409e-01
5.70000000e+00,6.29185047e-03,4.75206114e-02,8.69304016e-02,9.94714126e-02,1.00174606e-01,1.02658495e-01,5.88865292e-03,4.77105882e-02,8.44951719e-02,9.88310501e-02,1.01980680e-01,1.02649276e-01
5.72000000e+00,6.16924046e-03,4.65806425e-02,8.51799026e-02,9.75104272e-02,9.82577726e-02,1.00725144e-01,5.77035476e-03,4.67631978e-02,8.28272798e-02,9.68837415e-02,9.99720756e-02,1.00627664e-01
5.74000000e+00,6.04892382e-03,4.56587039e-02,8.34638253e-02,9.55879688e-02,9.63770375e-02,9.88272056e-02,5.65440348e-03,4.58342169e-02,8.11914896e-02,9.49738096e-02,9.80020028e-02,9.86448287e-02
5.76000000e+00,5.93087217e-03,4.47546989e-02,8.17817450e-02,9.37030464e-02,9.45318416e-02,9.69638824e-02,5.54075239e-03,4.49232923e-02,7.95871940e-02,9.31005497e-02,9.60697357e-02,9.67000396e-02
5.78000000e+00,5.81499701e-03,4.38680984e-02,8.01330358e-02,9.18550044e-02,9.27215964e-02,9.51346382e-02,5.42935575e-03,4.40300775e-02,7.80137968e-02,9.12632702e-02,9.41745617e-02,9.47925797e-02
5.80000000e+00,5.70132304e-03,4.29987684e-02,7.85166845e-02,9.00429860e-02,9.09452215e-02,9.33385119e-02,5.32016873e-03,4.31542321e-02,7.64707127e-02,8.94612922e-02,9.23157815e-02,9.29217452e-02
5.82000000e+00,5.58975898e-03,4.21462841e-02,7.69326016e-02,8.82665440e-02,8.92023593e-02,9.15754810e-02,5.21314741e-03,4.22954226e-02,7.49573676e-02,8.76939493e-02,9.04927085e-02,9.10868453e-02
5.84000000e+00,5.48026618e-03,4.13101986e-02,7.53798038e-02,8.65245089e-02,8.74922797e-02,8.98442864e-02,5.10824873e-03,4.14533216e-02,7.34731977e-02,8.59605873e-02,8.87046688e-02,8.92872020e-02
5.86000000e+00,5.37283812e-03,4.04905193e-02,7.38578141e-02,8.48167241e-02,8.58143941e-02,8.81447420e-02,5.00543050e-03,4.06276077e-02,7.20176498e-02,8.42605643e-02,8.69510010e-02,8.75221496e-02
5.88000000e+00,5.26740821e-03,3.96865420e-02,7.23660663e-02,8.31421465e-02,8.41680542e-02,8.64759386e-02,4.90465136e-03,3.98179659e-02,7.05901809e-02,8.25932499e-02,8.52310558e-02,8.57910350e-02
5.90000000e+00,5.16393920e-03,3.88982072e-02,7.09037483e-02,8.15000907e-02,8.25525150e-02,8.48375559e-02,4.80587080e-03,3.90240869e-02,6.91902581e-02,8.09580257e-02,8.35441959e-02,8.40932167e-02
5.92000000e+00,5.06241014e-03,3.81251387e-02,6.94706216e-02,7.98901170e-02,8.09671804e-02,8.32289755e-02,4.70904909e-03,3.82456674e-02,6.78173583e-02,7.93542845e-02,8.18897958e-02,8.24280655e-02
5.94000000e+00,4.96277167e-03,3.73671241e-02,6.80658668e-02,7.83115849e-02,7.94116035e-02,8.16495419e-02,4.61414732e-03,3.74824096e-02,6.64709682e-02,7.77814304e-02,8.02672415e-02,8.07949635e-02
5.96000000e+00,4.86498512e-03,3.66236717e-02,6.66889399e-02,7.67634884e-02,7.78851658e-02,8.00987631e-02,4.52112733e-03,3.67340217e-02,6.51505839e-02,7.62388785e-02,7.86759305e-02,7.91933044e-02
5.98000000e+00,4.76902490e-03,3.58945988e-02,6.53393790e-02,7.52457380e-02,7.63871372e-02,7.85760731e-02,4.42995176e-03,3.60002171e-02,6.38557110e-02,7.47260548e-02,7.71152711e-02,7.76224929e-02
6.00000000e+00,4.67484398e-03,3.51797640e-02,6.40166327e-02,7.37573281e-02,7.49170706e-02,7.70810619e-02,4.34058394e-03,3.52807148e-02,6.25858643e-02,7.32423956e-02,7.55846830e-02,7.60819449e-02
6.02000000e+00,4.58242418e-03,3.44787575e-02,6.27201796e-02,7.22980648e-02,7.34743401e-02,7.56130368e-02,4.25298799e-03,3.45752390e-02,6.13405675e-02,7.17873481e-02,7.40835963e-02,7.45710871e-02
6.04000000e+00,4.49172454e-03,3.37913521e-02,6.14494383e-02,7.08669275e-02,7.20586777e-02,7.41715208e-02,4.16712870e-03,3.38835192e-02,6.01193532e-02,7.03603695e-02,7.26114516e-02,7.30893566e-02
6.06000000e+00,4.40269848e-03,3.31172347e-02,6.02039285e-02,6.94633871e-02,7.06694350e-02,7.27561936e-02,4.08297158e-03,3.32052901e-02,5.89217627e-02,6.89609270e-02,7.11677002e-02,7.16362012e-02
6.08000000e+00,4.31533856e-03,3.24561447e-02,5.89831769e-02,6.80873245e-02,6.93057403e-02,7.13664144e-02,4.00048284e-03,3.25402912e-02,5.77473459e-02,6.75884978e-02,6.97518033e-02,7.02110787e-02
6.10000000e+00,4.22960240e-03,3.18078585e-02,5.77865727e-02,6.67379871e-02,6.79675639e-02,7.00017512e-02,3.91962935e-03,3.18882673e-02,5.65956610e-02,6.62425688e-02,6.83632322e-02,6.88134571e-02
6.12000000e+00,4.14545974e-03,3.11721563e-02,5.66139705e-02,6.54146373e-02,6.66543171e-02,6.86617121e-02,3.84037863e-03,3.12489677e-02,5.54662745e-02,6.49226363e-02,6.70014678e-02,6.74428143e-02
6.14000000e+00,4.06288775e-03,3.05487607e-02,5.54644428e-02,6.41167983e-02,6.53652772e-02,6.73459098e-02,3.76269887e-03,3.06221466e-02,5.43587610e-02,6.36282061e-02,6.56660010e-02,6.60986376e-02
6.16000000e+00,3.98184313e-03,2.99373791e-02,5.43377064e-02,6.28441125e-02,6.41000941e-02,6.60539493e-02,3.68655888e-03,3.00075629e-02,5.32727030e-02,6.23587931e-02,6.43563318e-02,6.47804242e-02
6.18000000e+00,3.90230678e-03,2.93379072e-02,5.32335378e-02,6.15961365e-02,6.28585219e-02,6.47852719e-02,3.61192809e-03,2.94049801e-02,5.22076907e-02,6.11139213e-02,6.30719697e-02,6.34876804e-02
6.20000000e+00,3.82425729e-03,2.87500322e-02,5.21512553e-02,6.03722371e-02,6.16398565e-02,6.35393336e-02,3.53877654e-03,2.88141661e-02,5.11633222e-02,5.98931234e-02,6.18124333e-02,6.22199217e-02
6.22000000e+00,3.74764018e-03,2.81735212e-02,5.10904677e-02,5.91718033e-02,6.04436994e-02,6.23159446e-02,3.46707488e-03,2.82348933e-02,5.01392029e-02,5.86959409e-02,6.05772500e-02,6.09766727e-02
6.24000000e+00,3.67245497e-03,2.76081469e-02,5.00506125e-02,5.79946078e-02,5.92696220e-02,6.11148104e-02,3.39679433e-03,2.76669385e-02,4.91349457e-02,5.75219239e-02,5.93659561e-02,5.97574667e-02
6.26000000e+00,3.59866791e-03,2.70537902e-02,4.90315743e-02,5.68402261e-02,5.81173711e-02,5.99352606e-02,3.32790668e-03,2.71100825e-02,4.81501706e-02,5.63706308e-02,5.81780967e-02,5.85618458e-02
6.28000000e+00,3.52624780e-03,2.65100636e-02,4.80326340e-02,5.57079278e-02,5.69863208e-02,5.87770455e-02,3.26038429e-03,2.65641105e-02,4.71845049e-02,5.52416283e-02,5.70132249e-02,5.73893607e-02
6.30000000e+00,3.45518091e-03,2.59768646e-02,4.70535755e-02,5.45974933e-02,5.58761805e-02,5.76396100e-02,3.19420008e-03,2.60288118e-02,4.62375827e-02,5.41344909e-02,5.58709027e-02,5.62395701e-02
6.32000000e+00,3.38543952e-03,2.54540145e-02,4.60939370e-02,5.35083525e-02,5.47864251e-02,5.65226600e-02,3.12932748e-03,2.55039796e-02,4.53090452e-02,5.30488015e-02,5.47506999e-02,5.51120415e-02
6.34000000e+00,3.31697497e-03,2.49412972e-02,4.51533236e-02,5.24402410e-02,5.37167899e-02,5.54260202e-02,3.06574048e-03,2.49894111e-02,4.43985401e-02,5.19841505e-02,5.36521944e-02,5.40063500e-02
6.36000000e+00,3.24980193e-03,2.44384389e-02,4.42314856e-02,5.13926037e-02,5.26669323e-02,5.43489382e-02,3.00341357e-03,2.44849073e-02,4.35057218e-02,5.09401360e-02,5.25749720e-02,5.29220788e-02
6.38000000e+00,3.18387523e-03,2.39453111e-02,4.33277898e-02,5.03651612e-02,5.16362600e-02,5.32914586e-02,2.94232174e-03,2.39902732e-02,4.26302511e-02,4.99163636e-02,5.15186263e-02,5.18588189e-02
6.40000000e+00,3.11916694e-03,2.34616864e-02,4.24419381e-02,4.93573435e-02,5.06246723e-02,5.22531085e-02,2.88244050e-03,2.35053174e-02,4.17717954e-02,4.89124463e-02,5.04827583e-02,5.08161689e-02
6.42000000e+00,3.05566913e-03,2.29874756e-02,4.15737890e-02,4.83688787e-02,4.96316850e-02,5.12335002e-02,2.82374584e-03,2.30298520e-02,4.09300281e-02,4.79280043e-02,4.94669767e-02,4.97937349e-02
6.44000000e+00,2.99335364e-03,2.25223862e-02,4.07228023e-02,4.73994464e-02,4.86569889e-02,5.02321720e-02,2.76621421e-03,2.25636930e-02,4.01046290e-02,4.69626650e-02,4.84708974e-02,4.87911304e-02
6.46000000e+00,2.93219881e-03,2.20662616e-02,3.98886390e-02,4.64485139e-02,4.77001294e-02,4.92489748e-02,2.70982254e-03,2.21066597e-02,3.92952836e-02,4.60160628e-02,4.74941435e-02,4.78079762e-02
6.48000000e+00,2.87217950e-03,2.16189697e-02,3.90710309e-02,4.55158427e-02,4.67609316e-02,4.82835546e-02,2.65454824e-03,2.16585750e-02,3.85016836e-02,4.50878388e-02,4.65363452e-02,4.68439000e-02
6.50000000e+00,2.81328848e-03,2.11803187e-02,3.82695645e-02,4.46009710e-02,4.58389446e-02,4.73355800e-02,2.60036912e-03,2.12192650e-02,3.77235263e-02,4.41776409e-02,4.55971394e-02,4.58985367e-02
6.52000000e+00,2.75548408e-03,2.07501538e-02,3.74839790e-02,4.37036306e-02,4.49339226e-02,4.64048870e-02,2.54726349e-03,2.07885594e-02,3.69605150e-02,4.32851236e-02,4.46761702e-02,4.49715278e-02
6.54000000e+00,2.69877305e-03,2.03282349e-02,3.67139056e-02,4.28235270e-02,4.40454669e-02,4.54908386e-02,2.49521004e-03,2.03662909e-02,3.62123583e-02,4.24099481e-02,4.37730882e-02,4.40625218e-02
6.56000000e+00,2.64310604e-03,1.99145507e-02,3.59591320e-02,4.19601463e-02,4.31734324e-02,4.45933752e-02,2.44418790e-03,1.99522956e-02,3.54787704e-02,4.15517815e-02,4.28875503e-02,4.31711735e-02
6.58000000e+00,2.58848583e-03,1.95087586e-02,3.52192447e-02,4.11132909e-02,4.23173308e-02,4.37122360e-02,2.39417664e-03,1.95464126e-02,3.47594709e-02,4.07102977e-02,4.20192202e-02,4.22971446e-02
6.60000000e+00,2.53488799e-03,1.91108603e-02,3.44940461e-02,4.02825922e-02,4.14769985e-02,4.28470448e-02,2.34515621e-03,1.91484842e-02,3.40541847e-02,3.98851762e-02,4.11677679e-02,4.14401026e-02
6.62000000e+00,2.48229108e-03,1.87206082e-02,3.37830894e-02,3.94678153e-02,4.06519957e-02,4.19975445e-02,2.29710695e-03,1.87583558e-02,3.33626419e-02,3.90761031e-02,4.03328694e-02,4.05997218e-02
6.64000000e+00,2.43068114e-03,1.83378980e-02,3.30861844e-02,3.86685915e-02,3.98422852e-02,4.11634557e-02,2.25000962e-03,1.83758754e-02,3.26845778e-02,3.82827698e-02,3.95142068e-02,3.97756822e-02
6.66000000e+00,2.38003791e-03,1.79625824e-02,3.24030779e-02,3.78845818e-02,3.90474163e-02,4.03444543e-02,2.20384533e-03,1.80008944e-02,3.20197325e-02,3.75048740e-02,3.87114684e-02,3.89676701e-02
6.68000000e+00,2.33034161e-03,1.75944604e-02,3.17334756e-02,3.71155292e-02,3.82670388e-02,3.95403728e-02,2.15859560e-03,1.76332667e-02,3.13678511e-02,3.67421189e-02,3.79243483e-02,3.81753775e-02
6.70000000e+00,2.28158548e-03,1.72334723e-02,3.10770869e-02,3.63611504e-02,3.75011079e-02,3.87509204e-02,2.11424228e-03,1.72728492e-02,3.07286836e-02,3.59942133e-02,3.71525461e-02,3.73985024e-02
6.72000000e+00,2.23373924e-03,1.68794245e-02,3.04336585e-02,3.56211774e-02,3.67492102e-02,3.79759222e-02,2.07076761e-03,1.69195014e-02,3.01019848e-02,3.52608715e-02,3.63957675e-02,3.66367483e-02
6.74000000e+00,2.18679546e-03,1.65322423e-02,2.98029222e-02,3.48953456e-02,3.60110886e-02,3.72148864e-02,2.02815417e-03,1.65730858e-02,2.94875140e-02,3.45418132e-02,3.56537234e-02,3.58898245e-02
6.76000000e+00,2.14073621e-03,1.61917284e-02,2.91845649e-02,3.41833346e-02,3.52865532e-02,3.64678539e-02,1.98638489e-03,1.62334671e-02,2.88850350e-02,3.38367635e-02,3.49261303e-02,3.51574456e-02
6.78000000e+00,2.09554611e-03,1.58577897e-02,2.85784695e-02,3.34848315e-02,3.45753990e-02,3.57343815e-02,1.94544303e-03,1.59005130e-02,2.82943162e-02,3.31454524e-02,3.42127101e-02,3.44393316e-02
6.80000000e+00,2.05120631e-03,1.55303087e-02,2.79842895e-02,3.27997357e-02,3.38772982e-02,3.50144133e-02,1.90531219e-03,1.55740935e-02,2.77151306e-02,3.24676153e-02,3.35131898e-02,3.37352080e-02
6.82000000e+00,2.00770888e-03,1.52091114e-02,2.74018645e-02,3.21276300e-02,3.31920683e-02,3.43074873e-02,1.86597630e-03,1.52540813e-02,2.71472551e-02,3.18029926e-02,3.28273016e-02,3.30448053e-02
6.84000000e+00,1.96503452e-03,1.48941241e-02,2.68309321e-02,3.14683691e-02,3.25193964e-02,3.36136296e-02,1.82741960e-03,1.49403515e-02,2.65904711e-02,3.11513294e-02,3.21547830e-02,3.23678590e-02
6.86000000e+00,1.92316924e-03,1.45852417e-02,2.62711924e-02,3.08217444e-02,3.18591781e-02,3.29324529e-02,1.78962665e-03,1.46327814e-02,2.60445641e-02,3.05123757e-02,3.14953761e-02,3.17041099e-02
6.88000000e+00,1.88209524e-03,1.42823039e-02,2.57225614e-02,3.01873758e-02,3.12111042e-02,3.22637409e-02,1.75258231e-03,1.43312509e-02,2.55093237e-02,2.98858864e-02,3.08488282e-02,3.10533035e-02
6.90000000e+00,1.84180099e-03,1.39852185e-02,2.51847170e-02,2.95650959e-02,3.05750296e-02,3.16073596e-02,1.71627173e-03,1.40356421e-02,2.49845435e-02,2.92716209e-02,3.02148912e-02,3.04151901e-02
6.92000000e+00,1.80227926e-03,1.36938542e-02,2.46574581e-02,2.89546791e-02,2.99506430e-02,3.09630558e-02,1.68068039e-03,1.37458395e-02,2.44700210e-02,2.86693433e-02,2.95933217e-02,2.97895249e-02
6.94000000e+00,1.76350796e-03,1.34081254e-02,2.41405759e-02,2.83559021e-02,2.93378141e-02,3.03306319e-02,1.64579402e-03,1.34617298e-02,2.39655576e-02,2.80788218e-02,2.89838810e-02,2.91760675e-02
6.96000000e+00,1.72547693e-03,1.31279081e-02,2.36338824e-02,2.77685914e-02,2.87362784e-02,2.97098719e-02,1.61159866e-03,1.31832018e-02,2.34709584e-02,2.74998295e-02,2.83863350e-02,2.85745824e-02
6.98000000e+00,1.68817607e-03,1.28530981e-02,2.31372230e-02,2.71924939e-02,2.81460304e-02,2.91006044e-02,1.57808061e-03,1.29101464e-02,2.29860323e-02,2.69321436e-02,2.78004538e-02,2.79848382e-02
7.00000000e+00,1.65158615e-03,1.25836283e-02,2.26503070e-02,2.66273953e-02,2.75665689e-02,2.85025854e-02,1.54522645e-03,1.26424568e-02,2.25105919e-02,2.63755453e-02,2.72260120e-02,2.74066081e-02
7.02000000e+00,1.61570124e-03,1.23193441e-02,2.21729800e-02,2.60730945e-02,2.69978624e-02,2.79156175e-02,1.51302302e-03,1.23800282e-02,2.20444533e-02,2.58298204e-02,2.66627887e-02,2.68396696e-02
7.04000000e+00,1.58050668e-03,1.20601961e-02,2.17051264e-02,2.55294275e-02,2.64397580e-02,2.73396242e-02,1.48145743e-03,1.21227577e-02,2.15874361e-02,2.52947585e-02,2.61105668e-02,2.62838044e-02
7.06000000e+00,1.54598930e-03,1.18060494e-02,2.12464426e-02,2.49960534e-02,2.58919932e-02,2.67743301e-02,1.45051704e-03,1.18705445e-02,2.11393633e-02,2.47701532e-02,2.55691335e-02,2.57387983e-02
7.08000000e+00,1.51213876e-03,1.15568172e-02,2.07968410e-02,2.44729817e-02,2.53544524e-02,2.62195691e-02,1.42018946e-03,1.16232898e-02,2.07000614e-02,2.42558022e-02,2.50382802e-02,2.52044413e-02
