D,NN_p1,NN_p5,NN_p20,NN_p100,NN_p500,NN_p3000,PBE_p1,PBE_p5,PBE_p20,PBE_p100,PBE_p500,PBE_p3000
9.46000000e+00,6.09259951e-05,4.81205352e-04,8.84687295e-04,9.93574271e-04,9.81400488e-04,1.01708388e-03,5.79691796e-05,4.76375131e-04,8.50613203e-04,9.97638478e-04,1.03002347e-03,1.03690192e-03
9.48000000e+00,5.82685934e-05,4.55650414e-04,8.37664236e-04,9.42921964e-04,9.33326781e-04,9.67268541e-04,5.52181745e-05,4.53772653e-04,8.10259949e-04,9.50312689e-04,9.81161941e-04,9.87714203e-04
9.50000000e+00,5.56519553e-05,4.30585613e-04,7.91582395e-04,8.93415185e-04,8.86454887e-04,9.18776263e-04,5.25216419e-05,4.31617295e-04,7.70704427e-04,9.03922247e-04,9.33266057e-04,9.39498573e-04
9.52000000e+00,5.30767829e-05,4.06040694e-04,7.46484846e-04,8.45079892e-04,8.40789580e-04,8.71611352e-04,4.98785033e-05,4.09900219e-04,7.31930889e-04,8.58448695e-04,8.86316770e-04,8.92235848e-04
9.54000000e+00,5.05433491e-05,3.82048631e-04,7.02419551e-04,7.97933142e-04,7.96334352e-04,8.25766590e-04,4.72877013e-05,3.88612761e-04,6.93923896e-04,8.13873938e-04,8.40295400e-04,8.45907226e-04
9.56000000e+00,4.80521812e-05,3.58642777e-04,6.59438141e-04,7.52001011e-04,7.53086177e-04,7.81236566e-04,4.47481997e-05,3.67746430e-04,6.56668315e-04,7.70180239e-04,7.95183636e-04,8.00494274e-04
9.58000000e+00,4.56039234e-05,3.35858611e-04,6.17593003e-04,7.07307830e-04,7.11055356e-04,7.38023024e-04,4.22589827e-05,3.47292901e-04,6.20149308e-04,7.27350209e-04,7.50963528e-04,7.55978921e-04
9.60000000e+00,4.31987937e-05,3.13729222e-04,5.76932856e-04,6.63877174e-04,6.70236826e-04,6.96112285e-04,3.98190546e-05,3.27244014e-04,5.84352332e-04,6.85366800e-04,7.07617479e-04,7.12343453e-04
9.62000000e+00,4.08366614e-05,2.92288634e-04,5.37509855e-04,6.21733197e-04,6.30635826e-04,6.55494863e-04,3.74274393e-05,3.07591770e-04,5.49263129e-04,6.44213303e-04,6.65128236e-04,6.69570505e-04
9.64000000e+00,3.85172680e-05,2.71570578e-04,4.99374757e-04,5.80900756e-04,5.92247350e-04,6.16157544e-04,3.50831804e-05,2.88328327e-04,5.14867723e-04,6.03873335e-04,6.23478889e-04,6.27643052e-04
9.66000000e+00,3.62394676e-05,2.51603808e-04,4.62577853e-04,5.41401736e-04,5.55064820e-04,5.78075065e-04,3.27853401e-05,2.69446000e-04,4.81152413e-04,5.64330836e-04,5.82652859e-04,5.86544406e-04
9.68000000e+00,3.40015504e-05,2.32416030e-04,4.27163497e-04,5.03254938e-04,5.19077468e-04,5.41221059e-04,3.05329992e-05,2.50937253e-04,4.48103767e-04,5.25570063e-04,5.42633894e-04,5.46258205e-04
9.70000000e+00,3.18008642e-05,2.14028812e-04,3.93172581e-04,4.66471858e-04,4.84259886e-04,5.05555712e-04,2.83252568e-05,2.32794700e-04,4.15708619e-04,4.87575583e-04,5.03406061e-04,5.06768413e-04
9.72000000e+00,2.96335220e-05,1.96456880e-04,3.60639271e-04,4.31056484e-04,4.50583786e-04,4.71029343e-04,2.61612299e-05,2.15011102e-04,3.83954061e-04,4.50332266e-04,4.64953742e-04,4.68059306e-04
9.74000000e+00,2.74942267e-05,1.79706491e-04,3.29586241e-04,3.96999152e-04,4.17997944e-04,4.37575829e-04,2.40400528e-05,1.97579362e-04,3.52827441e-04,4.13825282e-04,4.27261625e-04,4.30115473e-04
9.76000000e+00,2.53762573e-05,1.63772944e-04,3.00019572e-04,3.64271458e-04,3.86433763e-04,4.05110040e-04,2.19608771e-05,1.80492522e-04,3.22316356e-04,3.78040091e-04,3.90314703e-04,3.92921802e-04
9.78000000e+00,2.32706698e-05,1.48633670e-04,2.71925383e-04,3.32819996e-04,3.55795812e-04,3.73524963e-04,1.99228711e-05,1.63743762e-04,2.92408646e-04,3.42962440e-04,3.54098260e-04,3.56463484e-04
9.80000000e+00,2.11666757e-05,1.34251663e-04,2.45261937e-04,3.02558998e-04,3.25947185e-04,3.42678861e-04,1.79252196e-05,1.47326399e-04,2.63092394e-04,3.08578357e-04,3.18597874e-04,3.20725998e-04
9.82000000e+00,1.90508526e-05,1.20560209e-04,2.19950147e-04,2.73352809e-04,2.96702725e-04,3.12390184e-04,1.59671235e-05,1.31233879e-04,2.34355913e-04,2.74874146e-04,2.83799403e-04,2.85695110e-04
9.84000000e+00,1.69080377e-05,1.07462613e-04,1.95858243e-04,2.45000352e-04,2.67800206e-04,2.82424298e-04,1.40477997e-05,1.15459778e-04,2.06187752e-04,2.41836379e-04,2.49688987e-04,2.51356866e-04
9.86000000e+00,1.47217925e-05,9.48144298e-05,1.72783490e-04,2.17205088e-04,2.38871595e-04,2.52468861e-04,1.21664804e-05,9.99978006e-05,1.78576681e-04,2.09451895e-04,2.16253039e-04,2.17697589e-04
9.88000000e+00,1.24780527e-05,8.24050439e-05,1.50425025e-04,1.89534388e-04,2.09394071e-04,2.22119430e-04,1.03224130e-05,8.48417739e-05,1.51511695e-04,1.77707791e-04,1.83478237e-04,1.84703869e-04
9.90000000e+00,1.01724872e-05,6.99179145e-05,1.28319531e-04,1.61333097e-04,1.78597664e-04,1.90862673e-04,8.51486003e-06,6.99856478e-05,1.24982003e-04,1.46591418e-04,1.51351524e-04,1.52362562e-04
9.92000000e+00,7.83080395e-06,5.68770774e-05,1.05770014e-04,1.31638692e-04,1.45383310e-04,1.58119859e-04,6.74309838e-06,5.54234913e-05,9.89770301e-05,1.16090377e-04,1.19860099e-04,1.20660782e-04
9.94000000e+00,5.55040970e-06,4.25823491e-05,8.17500404e-05,9.91403358e-05,1.08311120e-04,1.23506936e-04,5.00641937e-06,4.11494911e-05,7.34864068e-05,8.61925122e-05,8.89914140e-05,8.95858967e-05
9.96000000e+00,3.49959851e-06,2.64016835e-05,5.53138379e-05,6.31406947e-05,6.67027780e-05,8.75472906e-05,3.30412833e-06,2.71579481e-05,4.84999700e-05,5.68859099e-05,5.87331686e-05,5.91255238e-05
9.98000000e+00,3.06287347e-07,1.05438821e-05,2.75488983e-05,1.98371090e-05,2.68663680e-05,2.19529666e-05,1.63554435e-06,1.34432764e-05,2.40077566e-05,2.81588891e-05,2.90733042e-05,2.92675247e-05
1.00000000e+01,2.36773703e-15,1.28705111e-15,7.74927521e-16,8.43138766e-16,9.14258882e-16,1.98044011e-15,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
