D,NN_z0.5,NN_z1.0,NN_z2.0,NN_z4.0,NN_z7.0,NN_z11.0,PBE_z0.5,PBE_z1.0,PBE_z2.0,PBE_z4.0,PBE_z7.0,PBE_z11.0
6.92000000e+00,4.54664667e-04,1.85525627e-03,6.36846386e-03,1.67956296e-02,2.65042540e-02,3.37135531e-02,2.99246025e-04,1.80601012e-03,6.41887760e-03,1.73691616e-02,2.64609391e-02,2.90425310e-02
6.94000000e+00,4.45858284e-04,1.81833759e-03,6.24045217e-03,1.64574739e-02,2.59626862e-02,3.30369361e-02,2.93041329e-04,1.76857846e-03,6.28599672e-03,1.70105329e-02,2.59156609e-02,2.84443676e-02
6.96000000e+00,4.37209586e-04,1.78209168e-03,6.11490011e-03,1.61260962e-02,2.54312158e-02,3.23721878e-02,2.86959242e-04,1.73188591e-03,6.15573392e-03,1.66589363e-02,2.53810370e-02,2.78578809e-02
6.98000000e+00,4.28716827e-04,1.74649316e-03,5.99173130e-03,1.58013143e-02,2.49097776e-02,3.17189582e-02,2.80997344e-04,1.69591793e-03,6.02803783e-03,1.63142349e-02,2.48568612e-02,2.72828454e-02
7.00000000e+00,4.20375727e-04,1.71154074e-03,5.87089173e-03,1.54829854e-02,2.43981369e-02,3.10772453e-02,2.75153265e-04,1.66066024e-03,5.90285809e-03,1.59762946e-02,2.43429314e-02,2.67190398e-02
7.02000000e+00,4.12184017e-04,1.67721487e-03,5.75235020e-03,1.51709551e-02,2.38960944e-02,3.04467287e-02,2.69424681e-04,1.62609884e-03,5.78014530e-03,1.56449836e-02,2.38390490e-02,2.61662468e-02
7.04000000e+00,4.04138438e-04,1.64350215e-03,5.63605595e-03,1.48650976e-02,2.34034620e-02,2.98273209e-02,2.63809315e-04,1.59222003e-03,5.65985104e-03,1.53201728e-02,2.33450196e-02,2.56242536e-02
7.06000000e+00,3.96237010e-04,1.61040016e-03,5.52195497e-03,1.45652965e-02,2.29200758e-02,2.92187762e-02,2.58304932e-04,1.55901034e-03,5.54192782e-03,1.50017357e-02,2.28606522e-02,2.50928511e-02
7.08000000e+00,3.88475659e-04,1.57788687e-03,5.41001977e-03,1.42713636e-02,2.24458072e-02,2.86210179e-02,2.52909344e-04,1.52645659e-03,5.42632908e-03,1.46895479e-02,2.23857595e-02,2.45718345e-02
7.10000000e+00,3.80853191e-04,1.54596067e-03,5.30017214e-03,1.39832366e-02,2.19804067e-02,2.80336570e-02,2.47620402e-04,1.49454587e-03,5.31300918e-03,1.43834877e-02,2.19201578e-02,2.40610026e-02
7.12000000e+00,3.73366143e-04,1.51460094e-03,5.19241579e-03,1.37007702e-02,2.15237420e-02,2.74568107e-02,2.42436005e-04,1.46326549e-03,5.20192336e-03,1.40834355e-02,2.14636671e-02,2.35601582e-02
7.14000000e+00,3.66012944e-04,1.48380513e-03,5.08666597e-03,1.34237846e-02,2.10756678e-02,2.68901512e-02,2.37354087e-04,1.43260303e-03,5.09302773e-03,1.37892743e-02,2.10161105e-02,2.30691079e-02
7.16000000e+00,3.58790567e-04,1.45355577e-03,4.98290826e-03,1.31522305e-02,2.06359793e-02,2.63335910e-02,2.32372628e-04,1.40254630e-03,4.98627926e-03,1.35008892e-02,2.05773148e-02,2.25876618e-02
7.18000000e+00,3.51696275e-04,1.42385194e-03,4.88109002e-03,1.28859738e-02,2.02045906e-02,2.57868487e-02,2.27489643e-04,1.37308338e-03,4.88163577e-03,1.32181673e-02,2.01471098e-02,2.21156339e-02
7.20000000e+00,3.44728469e-04,1.39467313e-03,4.78118379e-03,1.26248645e-02,1.97812431e-02,2.52499711e-02,2.22703191e-04,1.34420255e-03,4.77905588e-03,1.29409983e-02,1.97253288e-02,2.16528415e-02
7.22000000e+00,3.37885111e-04,1.36601890e-03,4.68313880e-03,1.23688178e-02,1.93658806e-02,2.47226469e-02,2.18011365e-04,1.31589234e-03,4.67849905e-03,1.26692738e-02,1.93118082e-02,2.11991055e-02
7.24000000e+00,3.31162504e-04,1.33787526e-03,4.58692992e-03,1.21176979e-02,1.89583674e-02,2.42048483e-02,2.13412298e-04,1.28814149e-03,4.57992550e-03,1.24028874e-02,1.89063875e-02,2.07542503e-02
7.26000000e+00,3.24560970e-04,1.31023547e-03,4.49252594e-03,1.18714655e-02,1.85584780e-02,2.36962698e-02,2.08904159e-04,1.26093897e-03,4.48329624e-03,1.21417350e-02,1.85089094e-02,2.03181034e-02
7.28000000e+00,3.18076141e-04,1.28308462e-03,4.39988216e-03,1.16299661e-02,1.81661304e-02,2.31968910e-02,2.04485152e-04,1.23427397e-03,4.38857306e-03,1.18857142e-02,1.81192195e-02,1.98904959e-02
7.30000000e+00,3.11706011e-04,1.25641609e-03,4.30894783e-03,1.13930851e-02,1.77811738e-02,2.27065273e-02,2.00153517e-04,1.20813589e-03,4.29571847e-03,1.16347249e-02,1.77371664e-02,1.94712620e-02
7.32000000e+00,3.05450085e-04,1.23022788e-03,4.21971362e-03,1.11607481e-02,1.74035244e-02,2.22250707e-02,1.95907531e-04,1.18251433e-03,4.20469572e-03,1.13886688e-02,1.73626016e-02,1.90602389e-02
7.34000000e+00,2.99304840e-04,1.20450638e-03,4.13212832e-03,1.09328730e-02,1.70329008e-02,2.17523668e-02,1.91745501e-04,1.15739912e-03,4.11546879e-03,1.11474494e-02,1.69953794e-02,1.86572673e-02
7.36000000e+00,2.93268968e-04,1.17923948e-03,4.04617563e-03,1.07093537e-02,1.66693609e-02,2.12882441e-02,1.87665770e-04,1.13278025e-03,4.02800235e-03,1.09109723e-02,1.66353569e-02,1.82621907e-02
7.38000000e+00,2.87341099e-04,1.15442765e-03,3.96183180e-03,1.04900831e-02,1.63126756e-02,2.08326634e-02,1.83666712e-04,1.10864793e-03,3.94226177e-03,1.06791446e-02,1.62823942e-02,1.78748556e-02
7.40000000e+00,2.81519140e-04,1.13005703e-03,3.87904234e-03,1.02749700e-02,1.59627497e-02,2.03854125e-02,1.79746735e-04,1.08499258e-03,3.85821310e-03,1.04518755e-02,1.59363537e-02,1.74951115e-02
7.42000000e+00,2.75800383e-04,1.10612169e-03,3.79778747e-03,1.00639602e-02,1.56194586e-02,1.99463498e-02,1.75904277e-04,1.06180477e-03,3.77582305e-03,1.02290759e-02,1.55971006e-02,1.71228108e-02
7.44000000e+00,2.70183606e-04,1.08261406e-03,3.71803972e-03,9.85692721e-03,1.52826523e-02,1.95154157e-02,1.72137806e-04,1.03907527e-03,3.69505898e-03,1.00106582e-02,1.52645029e-02,1.67578087e-02
7.46000000e+00,2.64667120e-04,1.05952914e-03,3.63976508e-03,9.65382718e-03,1.49522955e-02,1.90925058e-02,1.68445822e-04,1.01679506e-03,3.61588888e-03,9.79653689e-03,1.49384308e-02,1.63999631e-02
7.48000000e+00,2.59249908e-04,1.03685725e-03,3.56295146e-03,9.45454556e-03,1.46282027e-02,1.86773632e-02,1.64826854e-04,9.94955256e-04,3.53828139e-03,9.58662773e-03,1.46187572e-02,1.60491349e-02
7.50000000e+00,2.53928534e-04,1.01459306e-03,3.48755624e-03,9.25904233e-03,1.43102873e-02,1.82700530e-02,1.61279459e-04,9.73547170e-04,3.46220575e-03,9.38084834e-03,1.43053574e-02,1.57051873e-02
7.52000000e+00,2.48702650e-04,9.92726651e-04,3.41356080e-03,9.06721875e-03,1.39984675e-02,1.78702809e-02,1.57802223e-04,9.52562281e-04,3.38763179e-03,9.17911788e-03,1.39981092e-02,1.53679865e-02
7.54000000e+00,2.43571078e-04,9.71253437e-04,3.34093766e-03,8.87899660e-03,1.36926258e-02,1.74779799e-02,1.54393761e-04,9.31992237e-04,3.31452997e-03,8.98135707e-03,1.36968924e-02,1.50374010e-02
7.56000000e+00,2.38530367e-04,9.50169691e-04,3.26965563e-03,8.69430788e-03,1.33926105e-02,1.70931481e-02,1.51052713e-04,9.11828847e-04,3.24287128e-03,8.78748818e-03,1.34015897e-02,1.47133020e-02
7.58000000e+00,2.33580606e-04,9.29461152e-04,3.19969747e-03,8.51307157e-03,1.30983507e-02,1.67154949e-02,1.47777749e-04,8.92064086e-04,3.17262731e-03,8.59743498e-03,1.31120855e-02,1.43955630e-02
7.60000000e+00,2.28720484e-04,9.09132825e-04,3.13104806e-03,8.33524112e-03,1.28097981e-02,1.63450763e-02,1.44567561e-04,8.72690084e-04,3.10377021e-03,8.41112274e-03,1.28282667e-02,1.40840601e-02
7.62000000e+00,2.23946539e-04,8.89170275e-04,3.06366105e-03,8.16074293e-03,1.25267906e-02,1.59816910e-02,1.41420871e-04,8.53699125e-04,3.03627265e-03,8.22847816e-03,1.25500225e-02,1.37786717e-02
7.64000000e+00,2.19259644e-04,8.69569718e-04,2.99752876e-03,7.98952021e-03,1.22492407e-02,1.56251807e-02,1.38336423e-04,8.35083648e-04,2.97010786e-03,8.04942937e-03,1.22772439e-02,1.34792786e-02
7.66000000e+00,2.14656960e-04,8.50325800e-04,2.93262675e-03,7.82147143e-03,1.19770868e-02,1.52755417e-02,1.35312988e-04,8.16836238e-04,2.90524959e-03,7.87390591e-03,1.20098244e-02,1.31857639e-02
7.68000000e+00,2.10137063e-04,8.31433281e-04,2.86893151e-03,7.65655749e-03,1.17102098e-02,1.49326026e-02,1.32349361e-04,7.98949628e-04,2.84167208e-03,7.70183867e-03,1.17476591e-02,1.28980130e-02
7.70000000e+00,2.05699384e-04,8.12885235e-04,2.80641764e-03,7.49474019e-03,1.14485361e-02,1.45962909e-02,1.29444358e-04,7.81416693e-04,2.77935012e-03,7.53315989e-03,1.14906456e-02,1.26159132e-02
7.72000000e+00,2.01341973e-04,7.94678286e-04,2.74507655e-03,7.33592082e-03,1.11919725e-02,1.42664649e-02,1.26596822e-04,7.64230448e-04,2.71825896e-03,7.36780315e-03,1.12386831e-02,1.23393544e-02
7.74000000e+00,1.97063724e-04,7.76804984e-04,2.68487725e-03,7.18007004e-03,1.09404083e-02,1.39431022e-02,1.23805616e-04,7.47384048e-04,2.65837435e-03,7.20570328e-03,1.09916731e-02,1.20682284e-02
7.76000000e+00,1.92863328e-04,7.59261311e-04,2.62580323e-03,7.02710683e-03,1.06937848e-02,1.36260074e-02,1.21069628e-04,7.30870780e-04,2.59967252e-03,7.04679642e-03,1.07495186e-02,1.18024291e-02
7.78000000e+00,1.88739315e-04,7.42042263e-04,2.56783003e-03,6.87700370e-03,1.04520218e-02,1.33151431e-02,1.18387767e-04,7.14684065e-04,2.54213014e-03,6.89101993e-03,1.05121248e-02,1.15418525e-02
7.80000000e+00,1.84690274e-04,7.25143997e-04,2.51095020e-03,6.72967592e-03,1.02150291e-02,1.30103882e-02,1.15758961e-04,6.98817453e-04,2.48572437e-03,6.73831240e-03,1.02793985e-02,1.12863966e-02
7.82000000e+00,1.80715841e-04,7.08559470e-04,2.45513162e-03,6.58510858e-03,9.98272467e-03,1.27116265e-02,1.13182164e-04,6.83264621e-04,2.43043280e-03,6.58861361e-03,1.00512487e-02,1.10359613e-02
7.84000000e+00,1.76813483e-04,6.92285015e-04,2.40036496e-03,6.44322904e-03,9.75501817e-03,1.24187730e-02,1.10656345e-04,6.68019371e-04,2.37623347e-03,6.44186450e-03,9.82758563e-03,1.07904485e-02
7.86000000e+00,1.72983142e-04,6.76315394e-04,2.34663184e-03,6.30398560e-03,9.53186210e-03,1.21317748e-02,1.08180499e-04,6.53075627e-04,2.32310485e-03,6.29800720e-03,9.60832165e-03,1.05497621e-02
7.88000000e+00,1.69222913e-04,6.60647289e-04,2.29390548e-03,6.16732799e-03,9.31315217e-03,1.18504828e-02,1.05753637e-04,6.38427432e-04,2.27102582e-03,6.15698493e-03,9.39337066e-03,1.03138077e-02
7.90000000e+00,1.65532401e-04,6.45274471e-04,2.24218261e-03,6.03321893e-03,9.09880176e-03,1.15748188e-02,1.03374790e-04,6.24068948e-04,2.21997569e-03,6.01874204e-03,9.18264826e-03,1.00824927e-02
7.92000000e+00,1.61909251e-04,6.30195078e-04,2.19143531e-03,5.90161420e-03,8.88878200e-03,1.13047147e-02,1.01043010e-04,6.09994451e-04,2.16993417e-03,5.88322394e-03,8.97607169e-03,9.85572648e-03
7.94000000e+00,1.58353607e-04,6.15401193e-04,2.14165705e-03,5.77245746e-03,8.68299790e-03,1.10400096e-02,9.87573654e-05,5.96198331e-04,2.12088138e-03,5.75037714e-03,8.77355979e-03,9.63342001e-03
7.96000000e+00,1.54863519e-04,6.00892119e-04,2.09281803e-03,5.64571237e-03,8.48135445e-03,1.07807200e-02,9.65169447e-05,5.82675086e-04,2.07279780e-03,5.62014916e-03,8.57503297e-03,9.41548606e-03
7.98000000e+00,1.51438362e-04,5.86660171e-04,2.04491406e-03,5.52134449e-03,8.28380231e-03,1.05266627e-02,9.43208537e-05,5.69419325e-04,2.02566434e-03,5.49248857e-03,8.38041320e-03,9.20183908e-03
8.00000000e+00,1.48076651e-04,5.72706340e-04,1.99792581e-03,5.39927371e-03,8.09028838e-03,1.02778077e-02,9.21682158e-05,5.56425763e-04,1.97946224e-03,5.36734493e-03,8.18962396e-03,8.99239517e-03
8.02000000e+00,1.44777572e-04,5.59022068e-04,1.95183558e-03,5.27949864e-03,7.90070649e-03,1.00340080e-02,9.00581719e-05,5.43689218e-04,1.93417313e-03,5.24466879e-03,8.00259021e-03,8.78707206e-03
8.04000000e+00,1.41540237e-04,5.45606425e-04,1.90662767e-03,5.16196247e-03,7.71500450e-03,9.79523454e-03,8.79898798e-05,5.31204612e-04,1.88977901e-03,5.12441165e-03,7.81923837e-03,8.58578909e-03
8.06000000e+00,1.38363292e-04,5.32453298e-04,1.86229649e-03,5.04662888e-03,7.53312092e-03,9.56136361e-03,8.59625139e-05,5.18966966e-04,1.84626222e-03,5.00652599e-03,7.63949629e-03,8.38846713e-03
8.08000000e+00,1.35245791e-04,5.19560301e-04,1.81881117e-03,4.93345782e-03,7.35498266e-03,9.33234766e-03,8.39752649e-05,5.06971398e-04,1.80360545e-03,4.89096518e-03,7.46329322e-03,8.19502863e-03
8.10000000e+00,1.32186688e-04,5.06922021e-04,1.77617522e-03,4.82241809e-03,7.18051801e-03,9.10805631e-03,8.20273395e-05,4.95213125e-04,1.76179172e-03,4.77768353e-03,7.29055981e-03,8.00539752e-03
8.12000000e+00,1.29185311e-04,4.94537293e-04,1.73436175e-03,4.71346406e-03,7.00969156e-03,8.88845138e-03,8.01179600e-05,4.83687457e-04,1.72080441e-03,4.66663624e-03,7.12122801e-03,7.81949922e-03
8.14000000e+00,1.26240397e-04,4.82400472e-04,1.69336481e-03,4.60656499e-03,6.84241299e-03,8.67338944e-03,7.82463643e-05,4.72389796e-04,1.68062721e-03,4.55777936e-03,6.95523114e-03,7.63726057e-03
8.16000000e+00,1.23350736e-04,4.70508996e-04,1.65316660e-03,4.50166920e-03,6.67862967e-03,8.46282858e-03,7.64118052e-05,4.61315636e-04,1.64124413e-03,4.45106984e-03,6.79250380e-03,7.45860987e-03
8.18000000e+00,1.20515964e-04,4.58859460e-04,1.61375024e-03,4.39875992e-03,6.51827874e-03,8.25669058e-03,7.46135500e-05,4.50460558e-04,1.60263950e-03,4.34646543e-03,6.63298186e-03,7.28347680e-03
8.20000000e+00,1.17734642e-04,4.47447936e-04,1.57510850e-03,4.29779477e-03,6.36127684e-03,8.05488881e-03,7.28508809e-05,4.39820233e-04,1.56479796e-03,4.24392474e-03,6.47660243e-03,7.11179240e-03
8.22000000e+00,1.15005911e-04,4.36271162e-04,1.53722928e-03,4.19874722e-03,6.20759558e-03,7.85730500e-03,7.11230941e-05,4.29390415e-04,1.52770444e-03,4.14340717e-03,6.32330387e-03,6.94348906e-03
8.24000000e+00,1.12329151e-04,4.25325328e-04,1.50008930e-03,4.10157302e-03,6.05715299e-03,7.66391400e-03,6.94294996e-05,4.19166943e-04,1.49134418e-03,4.04487292e-03,6.17302573e-03,6.77850047e-03
8.26000000e+00,1.09702887e-04,4.14607028e-04,1.46369031e-03,4.00624704e-03,5.90990530e-03,7.47459801e-03,6.77694212e-05,4.09145737e-04,1.45570270e-03,3.94828297e-03,6.02570871e-03,6.61676164e-03
8.28000000e+00,1.07126973e-04,4.04115650e-04,1.42800552e-03,3.91272828e-03,5.76577289e-03,7.28930859e-03,6.61421960e-05,3.99322800e-04,1.42076582e-03,3.85359907e-03,5.88129472e-03,6.45820881e-03
8.30000000e+00,1.04599982e-04,3.93843569e-04,1.39303470e-03,3.82099836e-03,5.62472083e-03,7.10796053e-03,6.45471741e-05,3.89694211e-04,1.38651963e-03,3.76078370e-03,5.73972676e-03,6.30277950e-03
8.32000000e+00,1.02120815e-04,3.83790146e-04,1.35875714e-03,3.73101328e-03,5.48667507e-03,6.93042437e-03,6.29837186e-05,3.80256127e-04,1.35295049e-03,3.66980010e-03,5.60094894e-03,6.15041240e-03
8.34000000e+00,9.96887175e-05,3.73952673e-04,1.32516434e-03,3.64274811e-03,5.35156811e-03,6.75668521e-03,6.14512051e-05,3.71004783e-04,1.32004503e-03,3.58061221e-03,5.46490650e-03,6.00104744e-03
8.36000000e+00,9.73033093e-05,3.64326028e-04,1.29224313e-03,3.55617236e-03,5.21936407e-03,6.58665691e-03,5.99490215e-05,3.61936487e-04,1.28779015e-03,3.49318467e-03,5.33154571e-03,5.85462570e-03
8.38000000e+00,9.49632085e-05,3.54908581e-04,1.25997979e-03,3.47124692e-03,5.08999918e-03,6.42023422e-03,5.84765679e-05,3.53047618e-04,1.25617300e-03,3.40748285e-03,5.20081389e-03,5.71108940e-03
8.40000000e+00,9.26673601e-05,3.45695677e-04,1.22836395e-03,3.38795548e-03,4.96340590e-03,6.25736779e-03,5.70332562e-05,3.44334630e-04,1.22518099e-03,3.32347276e-03,5.07265942e-03,5.57038190e-03
8.42000000e+00,9.04157205e-05,3.36686324e-04,1.19738257e-03,3.30625591e-03,4.83954279e-03,6.09797100e-03,5.56185099e-05,3.35794044e-04,1.19480178e-03,3.24112109e-03,4.94703165e-03,5.43244766e-03
8.44000000e+00,8.82067689e-05,3.27875459e-04,1.16702798e-03,3.22612328e-03,4.71834373e-03,5.94196841e-03,5.42317639e-05,3.27422452e-04,1.16502326e-03,3.16039519e-03,4.82388094e-03,5.29723222e-03
8.46000000e+00,8.60397995e-05,3.19260464e-04,1.13728235e-03,3.14753107e-03,4.59976029e-03,5.78929717e-03,5.28724643e-05,3.19216512e-04,1.13583357e-03,3.08126303e-03,4.70315861e-03,5.16468219e-03
8.48000000e+00,8.39139830e-05,3.10839794e-04,1.10813847e-03,3.07044573e-03,4.48372122e-03,5.63986227e-03,5.15400681e-05,3.11172947e-04,1.10722108e-03,3.00369324e-03,4.58481694e-03,5.03474521e-03
8.50000000e+00,8.18284389e-05,3.02607747e-04,1.07958599e-03,2.99484842e-03,4.37018462e-03,5.49361715e-03,5.02340431e-05,3.03288548e-04,1.07917439e-03,2.92765503e-03,4.46880915e-03,4.90736996e-03
8.52000000e+00,7.97822358e-05,2.94562837e-04,1.05160859e-03,2.92069628e-03,4.25910065e-03,5.35047054e-03,4.89538676e-05,2.95560167e-04,1.05168233e-03,2.85311824e-03,4.35508934e-03,4.78250610e-03
8.54000000e+00,7.77748210e-05,2.86702794e-04,1.02419895e-03,2.84796697e-03,4.15040040e-03,5.21035539e-03,4.76990302e-05,2.87984717e-04,1.02473394e-03,2.78005329e-03,4.24361254e-03,4.66010430e-03
8.56000000e+00,7.58053284e-05,2.79022439e-04,9.97341238e-04,2.77662626e-03,4.04403871e-03,5.07322652e-03,4.64690295e-05,2.80559175e-04,9.98318471e-04,2.70843118e-03,4.13433464e-03,4.54011616e-03
8.58000000e+00,7.38726885e-05,2.71520345e-04,9.71027592e-04,2.70665903e-03,3.93996155e-03,4.93898010e-03,4.52633742e-05,2.73280576e-04,9.72425410e-04,2.63822348e-03,4.02721242e-03,4.42249425e-03
8.60000000e+00,7.19762684e-05,2.64192262e-04,9.45246720e-04,2.63803173e-03,3.83810303e-03,4.80755139e-03,4.40815826e-05,2.66146014e-04,9.47044431e-04,2.56940233e-03,3.92220346e-03,4.30719207e-03
8.62000000e+00,7.01152967e-05,2.57035485e-04,9.19987971e-04,2.57071387e-03,3.73843405e-03,4.67888871e-03,4.29231826e-05,2.59152639e-04,9.22165418e-04,2.50194039e-03,3.81926622e-03,4.19416400e-03
8.64000000e+00,6.82889586e-05,2.50047306e-04,8.95239471e-04,2.50467495e-03,3.64086893e-03,4.55291383e-03,4.17877114e-05,2.52297660e-04,8.97778454e-04,2.43581088e-03,3.71835993e-03,4.08336534e-03
8.66000000e+00,6.64963009e-05,2.43223840e-04,8.70987249e-04,2.43988750e-03,3.54538020e-03,4.42957459e-03,4.06747152e-05,2.45578340e-04,8.73873817e-04,2.37098755e-03,3.61944464e-03,3.97475225e-03
8.68000000e+00,6.47366760e-05,2.36562410e-04,8.47224786e-04,2.37632962e-03,3.45189846e-03,4.30877926e-03,3.95837494e-05,2.38991994e-04,8.50441976e-04,2.30744463e-03,3.52248119e-03,3.86828176e-03
8.70000000e+00,6.30093200e-05,2.30059726e-04,8.23938462e-04,2.31397036e-03,3.36037856e-03,4.19049105e-03,3.85143781e-05,2.32535993e-04,8.27473591e-04,2.24515690e-03,3.42743116e-03,3.76391172e-03
8.72000000e+00,6.13134980e-05,2.23712355e-04,8.01118731e-04,2.25278153e-03,3.27076437e-03,4.07462753e-03,3.74661740e-05,2.26207759e-04,8.04959504e-04,2.18409961e-03,3.33425689e-03,3.66160082e-03
8.74000000e+00,5.96481186e-05,2.17517692e-04,7.78754242e-04,2.19273451e-03,3.18300235e-03,3.96112911e-03,3.64387183e-05,2.20004764e-04,7.82890736e-04,2.12424850e-03,3.24292149e-03,3.56130856e-03
8.76000000e+00,5.80128726e-05,2.11471939e-04,7.56833702e-04,2.13380018e-03,3.09704873e-03,3.84995691e-03,3.54316003e-05,2.13924531e-04,7.61258489e-04,2.06557978e-03,3.15338874e-03,3.46299522e-03
8.78000000e+00,5.64069087e-05,2.05571909e-04,7.35347741e-04,2.07595923e-03,3.01284180e-03,3.74102010e-03,3.44444178e-05,2.07964632e-04,7.40054136e-04,2.00807015e-03,3.06562317e-03,3.36662187e-03
8.80000000e+00,5.48292446e-05,1.99813992e-04,7.14284368e-04,2.01917230e-03,2.93033966e-03,3.63426725e-03,3.34767761e-05,2.02122686e-04,7.19269221e-04,1.95169675e-03,2.97958999e-03,3.27215032e-03
8.82000000e+00,5.32794838e-05,1.94195134e-04,6.93635840e-04,1.96341984e-03,2.84947478e-03,3.52967274e-03,3.25282886e-05,1.96396359e-04,6.98895454e-04,1.89643716e-03,2.89525509e-03,3.17954317e-03
8.84000000e+00,5.17566550e-05,1.88711958e-04,6.73387025e-04,1.90867530e-03,2.77020992e-03,3.42713529e-03,3.15985763e-05,1.90783366e-04,6.78924710e-04,1.84226943e-03,2.81258504e-03,3.08876371e-03
8.86000000e+00,5.02602343e-05,1.83360331e-04,6.53532392e-04,1.85490679e-03,2.69250292e-03,3.32662743e-03,3.06872677e-05,1.85281463e-04,6.59349023e-04,1.78917202e-03,2.73154703e-03,2.99977597e-03
8.88000000e+00,4.87896286e-05,1.78137881e-04,6.34060532e-04,1.80209114e-03,2.61628209e-03,3.22809140e-03,2.97939985e-05,1.79888453e-04,6.40160585e-04,1.73712381e-03,2.65210895e-03,2.91254467e-03
8.90000000e+00,4.73439395e-05,1.73040069e-04,6.14961144e-04,1.75019645e-03,2.54151807e-03,3.13147344e-03,2.89184118e-05,1.74602182e-04,6.21351741e-04,1.68610412e-03,2.57423927e-03,2.82703525e-03
8.92000000e+00,4.59228213e-05,1.68063969e-04,5.96223865e-04,1.69920479e-03,2.46815407e-03,3.03674373e-03,2.80601576e-05,1.69420538e-04,6.02914988e-04,1.63609264e-03,2.49790711e-03,2.74321379e-03
8.94000000e+00,4.45253791e-05,1.63205099e-04,5.77840896e-04,1.64908834e-03,2.39614164e-03,2.94382381e-03,2.72188930e-05,1.64341451e-04,5.84842972e-04,1.58706949e-03,2.42308217e-03,2.66104707e-03
8.96000000e+00,4.31513654e-05,1.58460258e-04,5.59801992e-04,1.59981370e-03,2.32544099e-03,2.85269832e-03,2.63942817e-05,1.59362892e-04,5.67128482e-04,1.53901518e-03,2.34973477e-03,2.58050249e-03
8.98000000e+00,4.18001327e-05,1.53825938e-04,5.42099238e-04,1.55136688e-03,2.25599762e-03,2.76329950e-03,2.55859942e-05,1.54482872e-04,5.49764451e-04,1.49191057e-03,2.27783579e-03,2.50154811e-03
9.00000000e+00,4.04709790e-05,1.49297804e-04,5.24721516e-04,1.50371599e-03,2.18777498e-03,2.67559872e-03,2.47937074e-05,1.49699442e-04,5.32743951e-04,1.44573695e-03,2.20735670e-03,2.42415261e-03
9.02000000e+00,3.91636604e-05,1.44872029e-04,5.07663121e-04,1.45683996e-03,2.12073326e-03,2.58955872e-03,2.40171046e-05,1.45010691e-04,5.16060190e-04,1.40047592e-03,2.13826951e-03,2.34828528e-03
9.04000000e+00,3.78775330e-05,1.40545410e-04,4.90915321e-04,1.41071877e-03,2.05482543e-03,2.50512874e-03,2.32558754e-05,1.40414744e-04,4.99706512e-04,1.35610950e-03,2.07054680e-03,2.27391603e-03
9.06000000e+00,3.66125532e-05,1.36313291e-04,4.74469765e-04,1.36532600e-03,1.99001865e-03,2.42229970e-03,2.25097157e-05,1.35909767e-04,4.83676389e-04,1.31262001e-03,2.00416167e-03,2.20101533e-03
9.08000000e+00,3.53680916e-05,1.32172048e-04,4.58319788e-04,1.32064405e-03,1.92627043e-03,2.34101224e-03,2.17783270e-05,1.31493959e-04,4.67963427e-04,1.26999015e-03,1.93908776e-03,2.12955425e-03
9.10000000e+00,3.41440355e-05,1.28117535e-04,4.42459888e-04,1.27665338e-03,1.86354888e-03,2.26125238e-03,2.10614172e-05,1.27165556e-04,4.52561352e-04,1.22820296e-03,1.87529923e-03,2.05950443e-03
9.12000000e+00,3.29399736e-05,1.24146041e-04,4.26882936e-04,1.23333395e-03,1.80182303e-03,2.18298985e-03,2.03586996e-05,1.22922828e-04,4.37464020e-04,1.18724180e-03,1.81277074e-03,1.99083806e-03
9.14000000e+00,3.17559497e-05,1.20253157e-04,4.11582208e-04,1.19066762e-03,1.74105866e-03,2.10618693e-03,1.96698934e-05,1.18764081e-04,4.22665404e-04,1.14709037e-03,1.75147745e-03,1.92352787e-03
9.16000000e+00,3.05917529e-05,1.16435149e-04,3.96554184e-04,1.14864344e-03,1.68123201e-03,2.03084154e-03,1.89947232e-05,1.14687652e-04,4.08159598e-04,1.10773267e-03,1.69139500e-03,1.85754713e-03
9.18000000e+00,2.94474212e-05,1.12688380e-04,3.81792925e-04,1.10724370e-03,1.62231573e-03,1.95691269e-03,1.83329192e-05,1.10691912e-04,3.93940813e-04,1.06915306e-03,1.63249953e-03,1.79286965e-03
9.20000000e+00,2.83229801e-05,1.09008724e-04,3.67296248e-04,1.06646109e-03,1.56429061e-03,1.88439235e-03,1.76842168e-05,1.06775265e-04,3.80003372e-04,1.03133615e-03,1.57476762e-03,1.72946972e-03
9.22000000e+00,2.72185207e-05,1.05392632e-04,3.53061332e-04,1.02628069e-03,1.50713918e-03,1.81326119e-03,1.70483566e-05,1.02936146e-04,3.66341712e-04,9.94266894e-04,1.51817633e-03,1.66732218e-03
9.24000000e+00,2.61341884e-05,1.01835969e-04,3.39083694e-04,9.86696337e-04,1.45084271e-03,1.74349686e-03,1.64250845e-05,9.91730211e-05,3.52950380e-04,9.57930531e-04,1.46270317e-03,1.60640232e-03
9.26000000e+00,2.50704779e-05,9.83358113e-05,3.25362693e-04,9.47705470e-04,1.39539281e-03,1.67509529e-03,1.58141514e-05,9.54843857e-05,3.39824029e-04,9.22312587e-04,1.40832608e-03,1.54668595e-03
