D,p,source,u
7.76000000e+00,1.3308,PBE,5.20530365e-02
7.78000000e+00,0.2662,NN,1.08815441e-02
7.78000000e+00,0.2662,PBE,8.16101758e-03
7.78000000e+00,0.5324,NN,2.14219689e-02
7.78000000e+00,0.5324,PBE,2.40112135e-02
7.78000000e+00,0.7985,NN,3.14203799e-02
7.78000000e+00,0.7985,PBE,3.15018801e-02
7.78000000e+00,1.0647,NN,4.07735147e-02
7.78000000e+00,1.0647,PBE,3.86087846e-02
7.78000000e+00,1.3308,NN,4.93886247e-02
7.78000000e+00,1.3308,PBE,5.15354800e-02
7.80000000e+00,0.2662,NN,1.07726064e-02
7.80000000e+00,0.2662,PBE,8.07975056e-03
7.80000000e+00,0.5324,NN,2.12089997e-02
7.80000000e+00,0.5324,PBE,2.37721857e-02
7.80000000e+00,0.7985,NN,3.11078373e-02
7.80000000e+00,0.7985,PBE,3.11883619e-02
7.80000000e+00,1.0647,NN,4.03679796e-02
7.80000000e+00,1.0647,PBE,3.82246477e-02
7.80000000e+00,1.3308,NN,4.88976873e-02
7.80000000e+00,1.3308,PBE,5.10230637e-02
7.82000000e+00,0.2662,NN,1.06647182e-02
7.82000000e+00,0.2662,PBE,7.99929405e-03
7.82000000e+00,0.5324,NN,2.09981482e-02
7.82000000e+00,0.5324,PBE,2.35355398e-02
7.82000000e+00,0.7985,NN,3.07984054e-02
7.82000000e+00,0.7985,PBE,3.08779657e-02
7.82000000e+00,1.0647,NN,3.99664454e-02
7.82000000e+00,1.0647,PBE,3.78443329e-02
7.82000000e+00,1.3308,NN,4.84116003e-02
7.82000000e+00,1.3308,PBE,5.05157367e-02
7.84000000e+00,0.2662,NN,1.05579002e-02
7.84000000e+00,0.2662,PBE,7.91963993e-03
7.84000000e+00,0.5324,NN,2.07893886e-02
7.84000000e+00,0.5324,PBE,2.33012519e-02
7.84000000e+00,0.7985,NN,3.04920170e-02
7.84000000e+00,0.7985,PBE,3.05706603e-02
7.84000000e+00,1.0647,NN,3.95689234e-02
7.84000000e+00,1.0647,PBE,3.74678021e-02
7.84000000e+00,1.3308,NN,4.79303636e-02
7.84000000e+00,1.3308,PBE,5.00134486e-02
7.86000000e+00,0.2662,NN,1.04521224e-02
7.86000000e+00,0.2662,PBE,7.84078014e-03
7.86000000e+00,0.5324,NN,2.05826964e-02
7.86000000e+00,0.5324,PBE,2.30692985e-02
7.86000000e+00,0.7985,NN,3.01886946e-02
7.86000000e+00,0.7985,PBE,3.02664150e-02
7.86000000e+00,1.0647,NN,3.91753614e-02
7.86000000e+00,1.0647,PBE,3.70950177e-02
7.86000000e+00,1.3308,NN,4.74539213e-02
7.86000000e+00,1.3308,PBE,4.95161495e-02
7.88000000e+00,0.2662,NN,1.03473645e-02
7.88000000e+00,0.2662,PBE,7.76270676e-03
7.88000000e+00,0.5324,NN,2.03780681e-02
7.88000000e+00,0.5324,PBE,2.28396563e-02
7.88000000e+00,0.7985,NN,2.98883915e-02
7.88000000e+00,0.7985,PBE,2.99651990e-02
7.88000000e+00,1.0647,NN,3.87857482e-02
7.88000000e+00,1.0647,PBE,3.67259425e-02
7.88000000e+00,1.3308,NN,4.69822548e-02
7.88000000e+00,1.3308,PBE,4.90237900e-02
7.90000000e+00,0.2662,NN,1.02436319e-02
7.90000000e+00,0.2662,PBE,7.68541189e-03
7.90000000e+00,0.5324,NN,2.01754384e-02
7.90000000e+00,0.5324,PBE,2.26123021e-02
7.90000000e+00,0.7985,NN,2.95910873e-02
7.90000000e+00,0.7985,PBE,2.96669824e-02
7.90000000e+00,1.0647,NN,3.83999683e-02
7.90000000e+00,1.0647,PBE,3.63605394e-02
7.90000000e+00,1.3308,NN,4.65152152e-02
7.90000000e+00,1.3308,PBE,4.85363211e-02
7.92000000e+00,0.2662,NN,1.01409210e-02
7.92000000e+00,0.2662,PBE,7.60888774e-03
7.92000000e+00,0.5324,NN,1.99748334e-02
7.92000000e+00,0.5324,PBE,2.23872130e-02
7.92000000e+00,0.7985,NN,2.92967372e-02
7.92000000e+00,0.7985,PBE,2.93717350e-02
7.92000000e+00,1.0647,NN,3.80181074e-02
7.92000000e+00,1.0647,PBE,3.59987720e-02
7.92000000e+00,1.3308,NN,4.60528471e-02
7.92000000e+00,1.3308,PBE,4.80536944e-02
7.94000000e+00,0.2662,NN,1.00392057e-02
7.94000000e+00,0.2662,PBE,7.53312657e-03
7.94000000e+00,0.5324,NN,1.97762158e-02
7.94000000e+00,0.5324,PBE,2.21643666e-02
7.94000000e+00,0.7985,NN,2.90053133e-02
7.94000000e+00,0.7985,PBE,2.90794274e-02
7.94000000e+00,1.0647,NN,3.76400016e-02
7.94000000e+00,1.0647,PBE,3.56406040e-02
7.94000000e+00,1.3308,NN,4.55951020e-02
7.94000000e+00,1.3308,PBE,4.75758618e-02
7.96000000e+00,0.2662,NN,9.93848220e-03
7.96000000e+00,0.2662,PBE,7.45812078e-03
7.96000000e+00,0.5324,NN,1.95795670e-02
7.96000000e+00,0.5324,PBE,2.19437403e-02
7.96000000e+00,0.7985,NN,2.87167951e-02
7.96000000e+00,0.7985,PBE,2.87900302e-02
7.96000000e+00,1.0647,NN,3.72656025e-02
7.96000000e+00,1.0647,PBE,3.52859996e-02
7.96000000e+00,1.3308,NN,4.51418608e-02
7.96000000e+00,1.3308,PBE,4.71027760e-02
7.98000000e+00,0.2662,NN,9.83873196e-03
7.98000000e+00,0.2662,PBE,7.38386278e-03
7.98000000e+00,0.5324,NN,1.93848666e-02
7.98000000e+00,0.5324,PBE,2.17253119e-02
7.98000000e+00,0.7985,NN,2.84311306e-02
7.98000000e+00,0.7985,PBE,2.85035144e-02
7.98000000e+00,1.0647,NN,3.68950181e-02
7.98000000e+00,1.0647,PBE,3.49349234e-02
7.98000000e+00,1.3308,NN,4.46931385e-02
7.98000000e+00,1.3308,PBE,4.66343898e-02
8.00000000e+00,0.2662,NN,9.73995868e-03
8.00000000e+00,0.2662,PBE,7.31034512e-03
8.00000000e+00,0.5324,NN,1.91920809e-02
8.00000000e+00,0.5324,PBE,2.15090596e-02
8.00000000e+00,0.7985,NN,2.81483103e-02
8.00000000e+00,0.7985,PBE,2.82198512e-02
8.00000000e+00,1.0647,NN,3.65280621e-02
8.00000000e+00,1.0647,PBE,3.45873402e-02
8.00000000e+00,1.3308,NN,4.42488790e-02
8.00000000e+00,1.3308,PBE,4.61706567e-02
8.02000000e+00,0.2662,NN,9.64215491e-03
8.02000000e+00,0.2662,PBE,7.23756035e-03
8.02000000e+00,0.5324,NN,1.90012120e-02
8.02000000e+00,0.5324,PBE,2.12949615e-02
8.02000000e+00,0.7985,NN,2.78683249e-02
8.02000000e+00,0.7985,PBE,2.79390123e-02
8.02000000e+00,1.0647,NN,3.61647829e-02
8.02000000e+00,1.0647,PBE,3.42432153e-02
8.02000000e+00,1.3308,NN,4.38090712e-02
8.02000000e+00,1.3308,PBE,4.57115305e-02
8.04000000e+00,0.2662,NN,9.54530202e-03
8.04000000e+00,0.2662,PBE,7.16550115e-03
8.04000000e+00,0.5324,NN,1.88122317e-02
8.04000000e+00,0.5324,PBE,2.10829963e-02
8.04000000e+00,0.7985,NN,2.75910962e-02
8.04000000e+00,0.7985,PBE,2.76609693e-02
8.04000000e+00,1.0647,NN,3.58051434e-02
8.04000000e+00,1.0647,PBE,3.39025143e-02
8.04000000e+00,1.3308,NN,4.33735996e-02
8.04000000e+00,1.3308,PBE,4.52569656e-02
8.06000000e+00,0.2662,NN,9.44938976e-03
8.06000000e+00,0.2662,PBE,7.09416028e-03
8.06000000e+00,0.5324,NN,1.86251104e-02
8.06000000e+00,0.5324,PBE,2.08731425e-02
8.06000000e+00,0.7985,NN,2.73166634e-02
8.06000000e+00,0.7985,PBE,2.73856945e-02
8.06000000e+00,1.0647,NN,3.54490280e-02
8.06000000e+00,1.0647,PBE,3.35652030e-02
8.06000000e+00,1.3308,NN,4.29424644e-02
8.06000000e+00,1.3308,PBE,4.48069168e-02
8.08000000e+00,0.2662,NN,9.35440045e-03
8.08000000e+00,0.2662,PBE,7.02353054e-03
8.08000000e+00,0.5324,NN,1.84398666e-02
8.08000000e+00,0.5324,PBE,2.06653791e-02
8.08000000e+00,0.7985,NN,2.70449165e-02
8.08000000e+00,0.7985,PBE,2.71131603e-02
8.08000000e+00,1.0647,NN,3.50964814e-02
8.08000000e+00,1.0647,PBE,3.32312478e-02
8.08000000e+00,1.3308,NN,4.25155833e-02
8.08000000e+00,1.3308,PBE,4.43613394e-02
8.10000000e+00,0.2662,NN,9.26035363e-03
8.10000000e+00,0.2662,PBE,6.95360480e-03
8.10000000e+00,0.5324,NN,1.82564165e-02
8.10000000e+00,0.5324,PBE,2.04596852e-02
8.10000000e+00,0.7985,NN,2.67758872e-02
8.10000000e+00,0.7985,PBE,2.68433394e-02
8.10000000e+00,1.0647,NN,3.47474217e-02
8.10000000e+00,1.0647,PBE,3.29006152e-02
8.10000000e+00,1.3308,NN,4.20929603e-02
8.10000000e+00,1.3308,PBE,4.39201889e-02
8.12000000e+00,0.2662,NN,9.16722603e-03
8.12000000e+00,0.2662,PBE,6.88437603e-03
8.12000000e+00,0.5324,NN,1.80748273e-02
8.12000000e+00,0.5324,PBE,2.02560402e-02
8.12000000e+00,0.7985,NN,2.65095253e-02
8.12000000e+00,0.7985,PBE,2.65762046e-02
8.12000000e+00,1.0647,NN,3.44018526e-02
8.12000000e+00,1.0647,PBE,3.25732722e-02
8.12000000e+00,1.3308,NN,4.16745469e-02
8.12000000e+00,1.3308,PBE,4.34834215e-02
8.14000000e+00,0.2662,NN,9.07500088e-03
8.14000000e+00,0.2662,PBE,6.81583727e-03
8.14000000e+00,0.5324,NN,1.78950001e-02
8.14000000e+00,0.5324,PBE,2.00544236e-02
8.14000000e+00,0.7985,NN,2.62458324e-02
8.14000000e+00,0.7985,PBE,2.63117293e-02
8.14000000e+00,1.0647,NN,3.40596959e-02
8.14000000e+00,1.0647,PBE,3.22491860e-02
8.14000000e+00,1.3308,NN,4.12603095e-02
8.14000000e+00,1.3308,PBE,4.30509938e-02
8.16000000e+00,0.2662,NN,8.98368191e-03
8.16000000e+00,0.2662,PBE,6.74798160e-03
8.16000000e+00,0.5324,NN,1.77169722e-02
8.16000000e+00,0.5324,PBE,1.98548151e-02
8.16000000e+00,0.7985,NN,2.59847175e-02
8.16000000e+00,0.7985,PBE,2.60498868e-02
8.16000000e+00,1.0647,NN,3.37209702e-02
8.16000000e+00,1.0647,PBE,3.19283243e-02
8.16000000e+00,1.3308,NN,4.08501215e-02
8.16000000e+00,1.3308,PBE,4.26228627e-02
8.18000000e+00,0.2662,NN,8.89323372e-03
8.18000000e+00,0.2662,PBE,6.68080222e-03
8.18000000e+00,0.5324,NN,1.75406877e-02
8.18000000e+00,0.5324,PBE,1.96571947e-02
8.18000000e+00,0.7985,NN,2.57262401e-02
8.18000000e+00,0.7985,PBE,2.57906511e-02
8.18000000e+00,1.0647,NN,3.33856009e-02
8.18000000e+00,1.0647,PBE,3.16106549e-02
8.18000000e+00,1.3308,NN,4.04440612e-02
8.18000000e+00,1.3308,PBE,4.21989857e-02
8.20000000e+00,0.2662,NN,8.80368426e-03
8.20000000e+00,0.2662,PBE,6.61429234e-03
8.20000000e+00,0.5324,NN,1.73661709e-02
8.20000000e+00,0.5324,PBE,1.94615427e-02
8.20000000e+00,0.7985,NN,2.54703276e-02
8.20000000e+00,0.7985,PBE,2.55339960e-02
8.20000000e+00,1.0647,NN,3.30535509e-02
8.20000000e+00,1.0647,PBE,3.12961461e-02
8.20000000e+00,1.3308,NN,4.00419980e-02
8.20000000e+00,1.3308,PBE,4.17793205e-02
8.22000000e+00,0.2662,NN,8.71500745e-03
8.22000000e+00,0.2662,PBE,6.54844527e-03
8.22000000e+00,0.5324,NN,1.71933603e-02
8.22000000e+00,0.5324,PBE,1.92678392e-02
8.22000000e+00,0.7985,NN,2.52169259e-02
8.22000000e+00,0.7985,PBE,2.52798958e-02
8.22000000e+00,1.0647,NN,3.27248126e-02
8.22000000e+00,1.0647,PBE,3.09847664e-02
8.22000000e+00,1.3308,NN,3.96439172e-02
8.22000000e+00,1.3308,PBE,4.13638254e-02
8.24000000e+00,0.2662,NN,8.62719212e-03
8.24000000e+00,0.2662,PBE,6.48325441e-03
8.24000000e+00,0.5324,NN,1.70222558e-02
8.24000000e+00,0.5324,PBE,1.90760649e-02
8.24000000e+00,0.7985,NN,2.49660648e-02
8.24000000e+00,0.7985,PBE,2.50283252e-02
8.24000000e+00,1.0647,NN,3.23993191e-02
8.24000000e+00,1.0647,PBE,3.06764847e-02
8.24000000e+00,1.3308,NN,3.92498076e-02
8.24000000e+00,1.3308,PBE,4.09524590e-02
8.26000000e+00,0.2662,NN,8.54023267e-03
8.26000000e+00,0.2662,PBE,6.41871316e-03
8.26000000e+00,0.5324,NN,1.68528538e-02
8.26000000e+00,0.5324,PBE,1.88862006e-02
8.26000000e+00,0.7985,NN,2.47176792e-02
8.26000000e+00,0.7985,PBE,2.47792589e-02
8.26000000e+00,1.0647,NN,3.20770778e-02
8.26000000e+00,1.0647,PBE,3.03712702e-02
8.26000000e+00,1.3308,NN,3.88596207e-02
8.26000000e+00,1.3308,PBE,4.05451804e-02
8.28000000e+00,0.2662,NN,8.45412072e-03
8.28000000e+00,0.2662,PBE,6.35481505e-03
8.28000000e+00,0.5324,NN,1.66851301e-02
8.28000000e+00,0.5324,PBE,1.86982271e-02
8.28000000e+00,0.7985,NN,2.44717672e-02
8.28000000e+00,0.7985,PBE,2.45326719e-02
8.28000000e+00,1.0647,NN,3.17580365e-02
8.28000000e+00,1.0647,PBE,3.00690923e-02
8.28000000e+00,1.3308,NN,3.84732634e-02
8.28000000e+00,1.3308,PBE,4.01419490e-02
8.30000000e+00,0.2662,NN,8.36885720e-03
8.30000000e+00,0.2662,PBE,6.29155367e-03
8.30000000e+00,0.5324,NN,1.65190604e-02
8.30000000e+00,0.5324,PBE,1.85121257e-02
8.30000000e+00,0.7985,NN,2.42283065e-02
8.30000000e+00,0.7985,PBE,2.42885395e-02
8.30000000e+00,1.0647,NN,3.14421803e-02
8.30000000e+00,1.0647,PBE,2.97699208e-02
8.30000000e+00,1.3308,NN,3.80907953e-02
8.30000000e+00,1.3308,PBE,3.97427248e-02
8.32000000e+00,0.2662,NN,8.28442257e-03
8.32000000e+00,0.2662,PBE,6.22892262e-03
8.32000000e+00,0.5324,NN,1.63546335e-02
8.32000000e+00,0.5324,PBE,1.83278775e-02
8.32000000e+00,0.7985,NN,2.39872355e-02
8.32000000e+00,0.7985,PBE,2.40468373e-02
8.32000000e+00,1.0647,NN,3.11294235e-02
8.32000000e+00,1.0647,PBE,2.94737258e-02
8.32000000e+00,1.3308,NN,3.77120674e-02
8.32000000e+00,1.3308,PBE,3.93474679e-02
8.34000000e+00,0.2662,NN,8.20082054e-03
8.34000000e+00,0.2662,PBE,6.16691564e-03
8.34000000e+00,0.5324,NN,1.61918271e-02
8.34000000e+00,0.5324,PBE,1.81454642e-02
8.34000000e+00,0.7985,NN,2.37485915e-02
8.34000000e+00,0.7985,PBE,2.38075410e-02
8.34000000e+00,1.0647,NN,3.08197904e-02
8.34000000e+00,1.0647,PBE,2.91804778e-02
8.34000000e+00,1.3308,NN,3.73371504e-02
8.34000000e+00,1.3308,PBE,3.89561390e-02
8.36000000e+00,0.2662,NN,8.11801851e-03
8.36000000e+00,0.2662,PBE,6.10552646e-03
8.36000000e+00,0.5324,NN,1.60306208e-02
8.36000000e+00,0.5324,PBE,1.79648674e-02
8.36000000e+00,0.7985,NN,2.35122852e-02
8.36000000e+00,0.7985,PBE,2.35706267e-02
8.36000000e+00,1.0647,NN,3.05132363e-02
8.36000000e+00,1.0647,PBE,2.88901473e-02
8.36000000e+00,1.3308,NN,3.69658954e-02
8.36000000e+00,1.3308,PBE,3.85686992e-02
8.38000000e+00,0.2662,NN,8.03602953e-03
8.38000000e+00,0.2662,PBE,6.04474893e-03
8.38000000e+00,0.5324,NN,1.58710275e-02
8.38000000e+00,0.5324,PBE,1.77860690e-02
8.38000000e+00,0.7985,NN,2.32783668e-02
8.38000000e+00,0.7985,PBE,2.33360707e-02
8.38000000e+00,1.0647,NN,3.02097350e-02
8.38000000e+00,1.0647,PBE,2.86027053e-02
8.38000000e+00,1.3308,NN,3.65983397e-02
8.38000000e+00,1.3308,PBE,3.81851098e-02
8.40000000e+00,0.2662,NN,7.95486197e-03
8.40000000e+00,0.2662,PBE,5.98457692e-03
8.40000000e+00,0.5324,NN,1.57130081e-02
8.40000000e+00,0.5324,PBE,1.76090511e-02
8.40000000e+00,0.7985,NN,2.30467208e-02
8.40000000e+00,0.7985,PBE,2.31038494e-02
8.40000000e+00,1.0647,NN,2.99092047e-02
8.40000000e+00,1.0647,PBE,2.83181231e-02
8.40000000e+00,1.3308,NN,3.62344235e-02
8.40000000e+00,1.3308,PBE,3.78053327e-02
8.42000000e+00,0.2662,NN,7.87446927e-03
8.42000000e+00,0.2662,PBE,5.92500441e-03
8.42000000e+00,0.5324,NN,1.55565534e-02
8.42000000e+00,0.5324,PBE,1.74337960e-02
8.42000000e+00,0.7985,NN,2.28173975e-02
8.42000000e+00,0.7985,PBE,2.28739396e-02
8.42000000e+00,1.0647,NN,2.96116807e-02
8.42000000e+00,1.0647,PBE,2.80363723e-02
8.42000000e+00,1.3308,NN,3.58741432e-02
8.42000000e+00,1.3308,PBE,3.74293301e-02
8.44000000e+00,0.2662,NN,7.79486215e-03
8.44000000e+00,0.2662,PBE,5.86602540e-03
8.44000000e+00,0.5324,NN,1.54016335e-02
8.44000000e+00,0.5324,PBE,1.72602859e-02
8.44000000e+00,0.7985,NN,2.25903559e-02
8.44000000e+00,0.7985,PBE,2.26463183e-02
8.44000000e+00,1.0647,NN,2.93171313e-02
8.44000000e+00,1.0647,PBE,2.77574246e-02
8.44000000e+00,1.3308,NN,3.55174094e-02
8.44000000e+00,1.3308,PBE,3.70570645e-02
8.46000000e+00,0.2662,NN,7.71604571e-03
8.46000000e+00,0.2662,PBE,5.80763395e-03
8.46000000e+00,0.5324,NN,1.52482577e-02
8.46000000e+00,0.5324,PBE,1.70885036e-02
8.46000000e+00,0.7985,NN,2.23655719e-02
8.46000000e+00,0.7985,PBE,2.24209626e-02
8.46000000e+00,1.0647,NN,2.90255062e-02
8.46000000e+00,1.0647,PBE,2.74812522e-02
8.46000000e+00,1.3308,NN,3.51642147e-02
8.46000000e+00,1.3308,PBE,3.66884988e-02
8.48000000e+00,0.2662,NN,7.63799995e-03
8.48000000e+00,0.2662,PBE,5.74982420e-03
8.48000000e+00,0.5324,NN,1.50964018e-02
8.48000000e+00,0.5324,PBE,1.69184317e-02
8.48000000e+00,0.7985,NN,2.21429933e-02
8.48000000e+00,0.7985,PBE,2.21978500e-02
8.48000000e+00,1.0647,NN,2.87367385e-02
8.48000000e+00,1.0647,PBE,2.72078275e-02
8.48000000e+00,1.3308,NN,3.48145328e-02
8.48000000e+00,1.3308,PBE,3.63235963e-02
8.50000000e+00,0.2662,NN,7.56071508e-03
8.50000000e+00,0.2662,PBE,5.69259035e-03
8.50000000e+00,0.5324,NN,1.49460444e-02
8.50000000e+00,0.5324,PBE,1.67500533e-02
8.50000000e+00,0.7985,NN,2.19226368e-02
8.50000000e+00,0.7985,PBE,2.19769581e-02
8.50000000e+00,1.0647,NN,2.84508523e-02
8.50000000e+00,1.0647,PBE,2.69371231e-02
8.50000000e+00,1.3308,NN,3.44683230e-02
8.50000000e+00,1.3308,PBE,3.59623207e-02
8.52000000e+00,0.2662,NN,7.48419156e-03
8.52000000e+00,0.2662,PBE,5.63592665e-03
8.52000000e+00,0.5324,NN,1.47971772e-02
8.52000000e+00,0.5324,PBE,1.65833515e-02
8.52000000e+00,0.7985,NN,2.17044894e-02
8.52000000e+00,0.7985,PBE,2.17582648e-02
8.52000000e+00,1.0647,NN,2.81677954e-02
8.52000000e+00,1.0647,PBE,2.66691120e-02
8.52000000e+00,1.3308,NN,3.41255181e-02
8.52000000e+00,1.3308,PBE,3.56046360e-02
8.54000000e+00,0.2662,NN,7.40842056e-03
8.54000000e+00,0.2662,PBE,5.57982740e-03
8.54000000e+00,0.5324,NN,1.46497721e-02
8.54000000e+00,0.5324,PBE,1.64183095e-02
8.54000000e+00,0.7985,NN,2.14884952e-02
8.54000000e+00,0.7985,PBE,2.15417483e-02
8.54000000e+00,1.0647,NN,2.78875642e-02
8.54000000e+00,1.0647,PBE,2.64037673e-02
8.54000000e+00,1.3308,NN,3.37861404e-02
8.54000000e+00,1.3308,PBE,3.52505065e-02
8.56000000e+00,0.2662,NN,7.33339228e-03
8.56000000e+00,0.2662,PBE,5.52428695e-03
8.56000000e+00,0.5324,NN,1.45038413e-02
8.56000000e+00,0.5324,PBE,1.62549107e-02
8.56000000e+00,0.7985,NN,2.12746356e-02
8.56000000e+00,0.7985,PBE,2.13273868e-02
8.56000000e+00,1.0647,NN,2.76101213e-02
8.56000000e+00,1.0647,PBE,2.61410626e-02
8.56000000e+00,1.3308,NN,3.34501117e-02
8.56000000e+00,1.3308,PBE,3.48998970e-02
8.58000000e+00,0.2662,NN,7.25910347e-03
8.58000000e+00,0.2662,PBE,5.46929973e-03
8.58000000e+00,0.5324,NN,1.43593382e-02
8.58000000e+00,0.5324,PBE,1.60931389e-02
8.58000000e+00,0.7985,NN,2.10629050e-02
8.58000000e+00,0.7985,PBE,2.11151589e-02
8.58000000e+00,1.0647,NN,2.73354147e-02
8.58000000e+00,1.0647,PBE,2.58809715e-02
8.58000000e+00,1.3308,NN,3.31174284e-02
8.58000000e+00,1.3308,PBE,3.45527726e-02
8.60000000e+00,0.2662,NN,7.18553225e-03
8.60000000e+00,0.2662,PBE,5.41486026e-03
8.60000000e+00,0.5324,NN,1.42162740e-02
8.60000000e+00,0.5324,PBE,1.59329777e-02
8.60000000e+00,0.7985,NN,2.08532717e-02
8.60000000e+00,0.7985,PBE,2.09050433e-02
8.60000000e+00,1.0647,NN,2.70634573e-02
8.60000000e+00,1.0647,PBE,2.56234681e-02
8.60000000e+00,1.3308,NN,3.27880345e-02
8.60000000e+00,1.3308,PBE,3.42090986e-02
8.62000000e+00,0.2662,NN,7.11270422e-03
8.62000000e+00,0.2662,PBE,5.36096302e-03
8.62000000e+00,0.5324,NN,1.40746357e-02
8.62000000e+00,0.5324,PBE,1.57744112e-02
8.62000000e+00,0.7985,NN,2.06457246e-02
8.62000000e+00,0.7985,PBE,2.06970190e-02
8.62000000e+00,1.0647,NN,2.67941803e-02
8.62000000e+00,1.0647,PBE,2.53685266e-02
8.62000000e+00,1.3308,NN,3.24618928e-02
8.62000000e+00,1.3308,PBE,3.38688408e-02
8.64000000e+00,0.2662,NN,7.04058353e-03
8.64000000e+00,0.2662,PBE,5.30760261e-03
8.64000000e+00,0.5324,NN,1.39343748e-02
8.64000000e+00,0.5324,PBE,1.56174233e-02
8.64000000e+00,0.7985,NN,2.04402562e-02
8.64000000e+00,0.7985,PBE,2.04910651e-02
8.64000000e+00,1.0647,NN,2.65275817e-02
8.64000000e+00,1.0647,PBE,2.51161215e-02
8.64000000e+00,1.3308,NN,3.21390182e-02
8.64000000e+00,1.3308,PBE,3.35319653e-02
8.66000000e+00,0.2662,NN,6.96917390e-03
8.66000000e+00,0.2662,PBE,5.25477366e-03
8.66000000e+00,0.5324,NN,1.37955444e-02
8.66000000e+00,0.5324,PBE,1.54619985e-02
8.66000000e+00,0.7985,NN,2.02367995e-02
8.66000000e+00,0.7985,PBE,2.02871610e-02
8.66000000e+00,1.0647,NN,2.62636282e-02
8.66000000e+00,1.0647,PBE,2.48662277e-02
8.66000000e+00,1.3308,NN,3.18193138e-02
8.66000000e+00,1.3308,PBE,3.31984386e-02
8.68000000e+00,0.2662,NN,6.89846976e-03
8.68000000e+00,0.2662,PBE,5.20247090e-03
8.68000000e+00,0.5324,NN,1.36580588e-02
8.68000000e+00,0.5324,PBE,1.53081210e-02
8.68000000e+00,0.7985,NN,2.00353973e-02
8.68000000e+00,0.7985,PBE,2.00852864e-02
8.68000000e+00,1.0647,NN,2.60022879e-02
8.68000000e+00,1.0647,PBE,2.46188200e-02
8.68000000e+00,1.3308,NN,3.15027796e-02
8.68000000e+00,1.3308,PBE,3.28682273e-02
8.70000000e+00,0.2662,NN,6.82846224e-03
8.70000000e+00,0.2662,PBE,5.15068908e-03
8.70000000e+00,0.5324,NN,1.35219553e-02
8.70000000e+00,0.5324,PBE,1.51557756e-02
8.70000000e+00,0.7985,NN,1.98359694e-02
8.70000000e+00,0.7985,PBE,1.98854209e-02
8.70000000e+00,1.0647,NN,2.57435627e-02
8.70000000e+00,1.0647,PBE,2.43738738e-02
8.70000000e+00,1.3308,NN,3.11894119e-02
8.70000000e+00,1.3308,PBE,3.25412986e-02
8.72000000e+00,0.2662,NN,6.75914390e-03
8.72000000e+00,0.2662,PBE,5.09942298e-03
8.72000000e+00,0.5324,NN,1.33871892e-02
8.72000000e+00,0.5324,PBE,1.50049468e-02
8.72000000e+00,0.7985,NN,1.96385328e-02
8.72000000e+00,0.7985,PBE,1.96875447e-02
8.72000000e+00,1.0647,NN,2.54873913e-02
8.72000000e+00,1.0647,PBE,2.41313646e-02
8.72000000e+00,1.3308,NN,3.08791175e-02
8.72000000e+00,1.3308,PBE,3.22176200e-02
8.74000000e+00,0.2662,NN,6.69051893e-03
8.74000000e+00,0.2662,PBE,5.04866744e-03
8.74000000e+00,0.5324,NN,1.32537670e-02
8.74000000e+00,0.5324,PBE,1.48556196e-02
8.74000000e+00,0.7985,NN,1.94430631e-02
8.74000000e+00,0.7985,PBE,1.94916378e-02
8.74000000e+00,1.0647,NN,2.52337698e-02
8.74000000e+00,1.0647,PBE,2.38912681e-02
8.74000000e+00,1.3308,NN,3.05719152e-02
8.74000000e+00,1.3308,PBE,3.18971590e-02
8.76000000e+00,0.2662,NN,6.62256824e-03
8.76000000e+00,0.2662,PBE,4.99841739e-03
8.76000000e+00,0.5324,NN,1.31216487e-02
8.76000000e+00,0.5324,PBE,1.47077791e-02
8.76000000e+00,0.7985,NN,1.92495454e-02
8.76000000e+00,0.7985,PBE,1.92976807e-02
8.76000000e+00,1.0647,NN,2.49826722e-02
8.76000000e+00,1.0647,PBE,2.36535604e-02
8.76000000e+00,1.3308,NN,3.02677471e-02
8.76000000e+00,1.3308,PBE,3.15798839e-02
8.78000000e+00,0.2662,NN,6.55529229e-03
8.78000000e+00,0.2662,PBE,4.94866777e-03
8.78000000e+00,0.5324,NN,1.29908798e-02
8.78000000e+00,0.5324,PBE,1.45614104e-02
8.78000000e+00,0.7985,NN,1.90579277e-02
8.78000000e+00,0.7985,PBE,1.91056539e-02
8.78000000e+00,1.0647,NN,2.47340724e-02
8.78000000e+00,1.0647,PBE,2.34182177e-02
8.78000000e+00,1.3308,NN,2.99666300e-02
8.78000000e+00,1.3308,PBE,3.12657629e-02
8.80000000e+00,0.2662,NN,6.48867851e-03
8.80000000e+00,0.2662,PBE,4.89941360e-03
8.80000000e+00,0.5324,NN,1.28613766e-02
8.80000000e+00,0.5324,PBE,1.44164988e-02
8.80000000e+00,0.7985,NN,1.88682321e-02
8.80000000e+00,0.7985,PBE,1.89155383e-02
8.80000000e+00,1.0647,NN,2.44879462e-02
8.80000000e+00,1.0647,PBE,2.31852163e-02
8.80000000e+00,1.3308,NN,2.96685006e-02
8.80000000e+00,1.3308,PBE,3.09547648e-02
8.82000000e+00,0.2662,NN,6.42273203e-03
8.82000000e+00,0.2662,PBE,4.85064995e-03
8.82000000e+00,0.5324,NN,1.27331745e-02
8.82000000e+00,0.5324,PBE,1.42730298e-02
8.82000000e+00,0.7985,NN,1.86804142e-02
8.82000000e+00,0.7985,PBE,1.87273147e-02
8.82000000e+00,1.0647,NN,2.42442470e-02
