D,NN_E_z1.93,Num_E_z1.93,NN_E_z3.87,Num_E_z3.87,NN_E_z5.80,Num_E_z5.80,NN_E_z7.74,Num_E_z7.74,NN_E_z9.67,Num_E_z9.67
8.36000000e+00,1.21291203e-03,1.28779015e-03,3.43887717e-03,3.29634243e-03,4.81392676e-03,4.82798286e-03,5.42061264e-03,5.54763243e-03,5.96125284e-03,5.81990070e-03
8.38000000e+00,1.18248281e-03,1.25617300e-03,3.35701206e-03,3.21546497e-03,4.69373818e-03,4.70958110e-03,5.28792385e-03,5.41161060e-03,5.81439212e-03,5.67721432e-03
8.40000000e+00,1.15267746e-03,1.22518099e-03,3.27670411e-03,3.13618424e-03,4.57613310e-03,4.59351438e-03,5.15801832e-03,5.27827002e-03,5.67060383e-03,5.53734006e-03
8.42000000e+00,1.12347642e-03,1.19480178e-03,3.19792028e-03,3.05846878e-03,4.46107751e-03,4.47973682e-03,5.03084296e-03,5.14755802e-03,5.52981533e-03,5.40022270e-03
8.44000000e+00,1.09487004e-03,1.16502326e-03,3.12063354e-03,2.98228778e-03,4.34852019e-03,4.36820339e-03,4.90633631e-03,5.01942297e-03,5.39196143e-03,5.26580810e-03
8.46000000e+00,1.06684864e-03,1.13583357e-03,3.04480852e-03,2.90761099e-03,4.23841132e-03,4.25886998e-03,4.78444481e-03,4.89381425e-03,5.25696250e-03,5.13404317e-03
8.48000000e+00,1.03940151e-03,1.10722108e-03,2.97042890e-03,2.83440880e-03,4.13071597e-03,4.15169333e-03,4.66508605e-03,4.77068221e-03,5.12477430e-03,5.00487589e-03
8.50000000e+00,1.01251586e-03,1.07917439e-03,2.89745745e-03,2.76265215e-03,4.02537268e-03,4.04663102e-03,4.54822090e-03,4.64997819e-03,4.99530509e-03,4.87825520e-03
8.52000000e+00,9.86184576e-04,1.05168233e-03,2.82587111e-03,2.69231255e-03,3.92234465e-03,3.94364147e-03,4.43378650e-03,4.53165447e-03,4.86850506e-03,4.75413108e-03
8.54000000e+00,9.60393168e-04,1.02473394e-03,2.75563914e-03,2.62336209e-03,3.82158114e-03,3.84268390e-03,4.32172604e-03,4.41566427e-03,4.74429503e-03,4.63245448e-03
8.56000000e+00,9.35131044e-04,9.98318471e-04,2.68673687e-03,2.55577339e-03,3.72304441e-03,3.74371833e-03,4.21198644e-03,4.30196171e-03,4.62262798e-03,4.51317730e-03
8.58000000e+00,9.10388306e-04,9.72425410e-04,2.61913892e-03,2.48951961e-03,3.62667814e-03,3.64670559e-03,4.10450017e-03,4.19050182e-03,4.50342987e-03,4.39625237e-03
8.60000000e+00,8.86154012e-04,9.47044431e-04,2.55281385e-03,2.42457445e-03,3.53244739e-03,3.55160724e-03,3.99922347e-03,4.08124050e-03,4.38663643e-03,4.28163346e-03
8.62000000e+00,8.62419314e-04,9.22165418e-04,2.48773606e-03,2.36091211e-03,3.44029418e-03,3.45838561e-03,3.89609276e-03,3.97413453e-03,4.27219132e-03,4.16927523e-03
8.64000000e+00,8.39170651e-04,8.97778454e-04,2.42388016e-03,2.29850729e-03,3.35018244e-03,3.36700376e-03,3.79506499e-03,3.86914151e-03,4.16002981e-03,4.05913325e-03
8.66000000e+00,8.16399115e-04,8.73873817e-04,2.36121775e-03,2.23733523e-03,3.26205906e-03,3.27742549e-03,3.69606749e-03,3.76621988e-03,4.05009463e-03,3.95116392e-03
8.68000000e+00,7.94093416e-04,8.50441976e-04,2.29972322e-03,2.17737159e-03,3.17589217e-03,3.18961529e-03,3.59905208e-03,3.66532890e-03,3.94232385e-03,3.84532453e-03
8.70000000e+00,7.72243133e-04,8.27473591e-04,2.23936699e-03,2.11859258e-03,3.09162191e-03,3.10353835e-03,3.50396521e-03,3.56642863e-03,3.83665040e-03,3.74157318e-03
8.72000000e+00,7.50838662e-04,8.04959504e-04,2.18012696e-03,2.06097481e-03,3.00920918e-03,3.01916056e-03,3.41076357e-03,3.46947989e-03,3.73302400e-03,3.63986880e-03
8.74000000e+00,7.29870168e-04,7.82890736e-04,2.12197308e-03,2.00449540e-03,2.92860484e-03,2.93644845e-03,3.31938011e-03,3.37444428e-03,3.63139878e-03,3.54017112e-03
8.76000000e+00,7.09324842e-04,7.61258489e-04,2.06487929e-03,1.94913190e-03,2.84976279e-03,2.85536922e-03,3.22977128e-03,3.28128417e-03,3.53171304e-03,3.44244067e-03
8.78000000e+00,6.89195644e-04,7.40054136e-04,2.00882368e-03,1.89486230e-03,2.77264556e-03,2.77589072e-03,3.14188679e-03,3.18996262e-03,3.43391206e-03,3.34663873e-03
8.80000000e+00,6.69470232e-04,7.19269221e-04,1.95376948e-03,1.84166502e-03,2.69719586e-03,2.69798143e-03,3.05566471e-03,3.10044347e-03,3.33794253e-03,3.25272737e-03
8.82000000e+00,6.50138303e-04,6.98895454e-04,1.89970515e-03,1.78951891e-03,2.62337760e-03,2.62161042e-03,2.97106360e-03,3.01269123e-03,3.24375462e-03,3.16066936e-03
8.84000000e+00,6.31190545e-04,6.78924710e-04,1.84659357e-03,1.73840325e-03,2.55113561e-03,2.54674741e-03,2.88803596e-03,2.92667111e-03,3.15129710e-03,3.07042824e-03
8.86000000e+00,6.12617994e-04,6.59349023e-04,1.79441494e-03,1.68829769e-03,2.48042634e-03,2.47336268e-03,2.80653685e-03,2.84234902e-03,3.06054088e-03,2.98196824e-03
8.88000000e+00,5.94410521e-04,6.40160585e-04,1.74314040e-03,1.63918231e-03,2.41121580e-03,2.40142711e-03,2.72650807e-03,2.75969151e-03,2.97142030e-03,2.89525430e-03
8.90000000e+00,5.76557126e-04,6.21351741e-04,1.69274805e-03,1.59103758e-03,2.34343833e-03,2.33091214e-03,2.64791329e-03,2.67866582e-03,2.88389693e-03,2.81025205e-03
8.92000000e+00,5.59050823e-04,6.02914988e-04,1.64321065e-03,1.54384435e-03,2.27706158e-03,2.26178979e-03,2.57070805e-03,2.59923980e-03,2.79793842e-03,2.72692778e-03
8.94000000e+00,5.41879097e-04,5.84842972e-04,1.59450911e-03,1.49758384e-03,2.21202942e-03,2.19403260e-03,2.49484577e-03,2.52138195e-03,2.71349004e-03,2.64524844e-03
8.96000000e+00,5.25035372e-04,5.67128482e-04,1.54661166e-03,1.45223765e-03,2.14830646e-03,2.12761368e-03,2.42029293e-03,2.44506138e-03,2.63052527e-03,2.56518166e-03
8.98000000e+00,5.08511148e-04,5.49764451e-04,1.49950141e-03,1.40778772e-03,2.08583404e-03,2.06250665e-03,2.34700344e-03,2.37024781e-03,2.54900288e-03,2.48669566e-03
9.00000000e+00,4.92296065e-04,5.32743951e-04,1.45315600e-03,1.36421639e-03,2.02457700e-03,1.99868564e-03,2.27493793e-03,2.29691154e-03,2.46890238e-03,2.40975932e-03
9.02000000e+00,4.76382178e-04,5.16060190e-04,1.40754995e-03,1.32150630e-03,1.96448923e-03,1.93612531e-03,2.20406963e-03,2.22502349e-03,2.39017908e-03,2.33434211e-03
9.04000000e+00,4.60762560e-04,4.99706512e-04,1.36266311e-03,1.27964045e-03,1.90552697e-03,1.87480081e-03,2.13435967e-03,2.15455510e-03,2.31280783e-03,2.26041410e-03
9.06000000e+00,4.45429032e-04,4.83676389e-04,1.31847826e-03,1.23860219e-03,1.84763828e-03,1.81468776e-03,2.06577871e-03,2.08547841e-03,2.23676953e-03,2.18794595e-03
9.08000000e+00,4.30372980e-04,4.67963427e-04,1.27497304e-03,1.19837517e-03,1.79078383e-03,1.75576229e-03,1.99829345e-03,2.01776599e-03,2.16203695e-03,2.11690890e-03
9.10000000e+00,4.15589981e-04,4.52561352e-04,1.23213721e-03,1.15894339e-03,1.73492602e-03,1.69800098e-03,1.93188328e-03,1.95139095e-03,2.08859704e-03,2.04727476e-03
9.12000000e+00,4.01072932e-04,4.37464020e-04,1.18994340e-03,1.12029114e-03,1.68002106e-03,1.64138087e-03,1.86652550e-03,1.88632693e-03,2.01641954e-03,1.97901587e-03
9.14000000e+00,3.86815373e-04,4.22665404e-04,1.14838826e-03,1.08240303e-03,1.62602717e-03,1.58587945e-03,1.80219254e-03,1.82254810e-03,1.94549654e-03,1.91210513e-03
9.16000000e+00,3.72811395e-04,4.08159598e-04,1.10745174e-03,1.04526398e-03,1.57290779e-03,1.53147466e-03,1.73887832e-03,1.76002911e-03,1.87581999e-03,1.84651597e-03
9.18000000e+00,3.59056517e-04,3.93940813e-04,1.06712233e-03,1.00885920e-03,1.52062171e-03,1.47814488e-03,1.67655514e-03,1.69874513e-03,1.80737313e-03,1.78222235e-03
9.20000000e+00,3.45547684e-04,3.80003372e-04,1.02739700e-03,9.73174183e-04,1.46913726e-03,1.42586890e-03,1.61522056e-03,1.63867182e-03,1.74014550e-03,1.71919872e-03
9.22000000e+00,3.32280499e-04,3.66341712e-04,9.88260494e-04,9.38194725e-04,1.41842058e-03,1.37462592e-03,1.55486015e-03,1.57978529e-03,1.67414255e-03,1.65742005e-03
9.24000000e+00,3.19250714e-04,3.52950380e-04,9.49711306e-04,9.03906891e-04,1.36843743e-03,1.32439558e-03,1.49547763e-03,1.52206216e-03,1.60935160e-03,1.59686180e-03
9.26000000e+00,3.06458736e-04,3.39824029e-04,9.11744544e-04,8.70297023e-04,1.31917000e-03,1.27515790e-03,1.43706403e-03,1.46547947e-03,1.54578511e-03,1.53749990e-03
9.28000000e+00,2.93901743e-04,3.26957421e-04,8.74359510e-04,8.37351731e-04,1.27058150e-03,1.22689329e-03,1.37962017e-03,1.41001474e-03,1.48343295e-03,1.47931076e-03
9.30000000e+00,2.81578745e-04,3.14345418e-04,8.37559579e-04,8.05057890e-04,1.22265471e-03,1.17958254e-03,1.32315524e-03,1.35564592e-03,1.42230536e-03,1.42227126e-03
9.32000000e+00,2.69490381e-04,3.01982984e-04,8.01344984e-04,7.73402634e-04,1.17536925e-03,1.13320685e-03,1.26767310e-03,1.30235140e-03,1.36240711e-03,1.36635873e-03
9.34000000e+00,2.57636770e-04,2.89865185e-04,7.65723526e-04,7.42373349e-04,1.12871290e-03,1.08774776e-03,1.21318502e-03,1.25010998e-03,1.30374648e-03,1.31155094e-03
9.36000000e+00,2.46020965e-04,2.77987181e-04,7.30703061e-04,7.11957672e-04,1.08266773e-03,1.04318717e-03,1.15970557e-03,1.19890089e-03,1.24632707e-03,1.25782610e-03
9.38000000e+00,2.34643143e-04,2.66344231e-04,6.96292205e-04,6.82143481e-04,1.03723002e-03,9.99507366e-04,1.10724685e-03,1.14870376e-03,1.19016704e-03,1.20516285e-03
9.40000000e+00,2.23508265e-04,2.54931685e-04,6.62508595e-04,6.52918896e-04,9.92391491e-04,9.56690952e-04,1.05583016e-03,1.09949863e-03,1.13526999e-03,1.15354025e-03
9.42000000e+00,2.12618572e-04,2.43744986e-04,6.29363290e-04,6.24272268e-04,9.48160188e-04,9.14720892e-04,1.00547797e-03,1.05126594e-03,1.08165632e-03,1.10293778e-03
9.44000000e+00,2.01978357e-04,2.32779668e-04,5.96875267e-04,5.96192179e-04,9.04534594e-04,8.73580479e-04,9.56206582e-04,1.00398648e-03,1.02933496e-03,1.05333530e-03
9.46000000e+00,1.91593077e-04,2.22031350e-04,5.65062219e-04,5.68667438e-04,8.61525012e-04,8.33253336e-04,9.08043643e-04,9.57641459e-04,9.78314900e-04,1.00471309e-03
9.48000000e+00,1.81468131e-04,2.11495742e-04,5.33943647e-04,5.41687071e-04,8.19148263e-04,7.93723409e-04,8.61009059e-04,9.12212430e-04,9.28617665e-04,9.57051814e-04
9.50000000e+00,1.71608684e-04,2.01168636e-04,5.03545802e-04,5.15240324e-04,7.77420762e-04,7.54974960e-04,8.15132633e-04,8.67681318e-04,8.80252162e-04,9.10332501e-04
9.52000000e+00,1.62020457e-04,1.91045907e-04,4.73889988e-04,4.89316653e-04,7.36367423e-04,7.16992560e-04,7.70439452e-04,8.24030402e-04,8.33231141e-04,8.64536567e-04
9.54000000e+00,1.52709094e-04,1.81123513e-04,4.45001904e-04,4.63905722e-04,6.96015370e-04,6.79761084e-04,7.26954720e-04,7.81242311e-04,7.87563622e-04,8.19645791e-04
9.56000000e+00,1.43680081e-04,1.71397491e-04,4.16905881e-04,4.38997400e-04,6.56398828e-04,6.43265707e-04,6.84699451e-04,7.39300013e-04,7.43262586e-04,7.75642309e-04
9.58000000e+00,1.34939561e-04,1.61863956e-04,3.89630266e-04,4.14581754e-04,6.17557089e-04,6.07491893e-04,6.43699779e-04,6.98186815e-04,7.00330595e-04,7.32508610e-04
9.60000000e+00,1.26491781e-04,1.52519101e-04,3.63201660e-04,3.90649049e-04,5.79530199e-04,5.72425395e-04,6.03975554e-04,6.57886351e-04,6.58774981e-04,6.90227527e-04
9.62000000e+00,1.18341064e-04,1.43359193e-04,3.37646779e-04,3.67189742e-04,5.42369147e-04,5.38052244e-04,5.65545284e-04,6.18382576e-04,6.18594524e-04,6.48782231e-04
9.64000000e+00,1.10489935e-04,1.34380572e-04,3.12991673e-04,3.44194476e-04,5.06125449e-04,5.04358748e-04,5.28419041e-04,5.79659763e-04,5.79781714e-04,6.08156223e-04
9.66000000e+00,1.02940518e-04,1.25579654e-04,2.89262447e-04,3.21654080e-04,4.70852829e-04,4.71331486e-04,4.92609339e-04,5.41702493e-04,5.42324153e-04,5.68333332e-04
9.68000000e+00,9.56919466e-05,1.16952922e-04,2.66482064e-04,2.99559565e-04,4.36610426e-04,4.38957298e-04,4.58111783e-04,5.04495652e-04,5.06198790e-04,5.29297702e-04
9.70000000e+00,8.87421193e-05,1.08496931e-04,2.44669267e-04,2.77902117e-04,4.03454498e-04,4.07223286e-04,4.24916245e-04,4.68024423e-04,4.71375359e-04,4.91033792e-04
9.72000000e+00,8.20851856e-05,1.00208301e-04,2.23840179e-04,2.56673099e-04,3.71440139e-04,3.76116806e-04,3.93004302e-04,4.32274281e-04,4.37805400e-04,4.53526365e-04
9.74000000e+00,7.57116286e-05,9.20837234e-05,2.04000738e-04,2.35864041e-04,3.40615457e-04,3.45625462e-04,3.62335384e-04,3.97230987e-04,4.05424275e-04,4.16760485e-04
9.76000000e+00,6.96080751e-05,8.41199510e-05,1.85149998e-04,2.15466644e-04,3.11017124e-04,3.15737104e-04,3.32855212e-04,3.62880583e-04,3.74148134e-04,3.80721510e-04
9.78000000e+00,6.37543053e-05,7.63138027e-05,1.67271195e-04,1.95472769e-04,2.82664638e-04,2.86439819e-04,3.04477784e-04,3.29209385e-04,3.43859341e-04,3.45395086e-04
9.80000000e+00,5.81226304e-05,6.86621599e-05,1.50331805e-04,1.75874439e-04,2.55554070e-04,2.57721932e-04,2.77095125e-04,2.96203980e-04,3.14410019e-04,3.10767144e-04
9.82000000e+00,5.26754375e-05,6.11619657e-05,1.34274975e-04,1.56663837e-04,2.29641300e-04,2.29571995e-04,2.50545942e-04,2.63851218e-04,2.85595655e-04,2.76823888e-04
9.84000000e+00,4.73601976e-05,5.38102235e-05,1.19012213e-04,1.37833296e-04,2.04833545e-04,2.01978789e-04,2.24616640e-04,2.32138209e-04,2.57145817e-04,2.43551799e-04
9.86000000e+00,4.21049590e-05,4.66039960e-05,1.04411221e-04,1.19375304e-04,1.80968505e-04,1.74931314e-04,1.99009737e-04,2.01052317e-04,2.28690173e-04,2.10937620e-04
9.88000000e+00,3.68083274e-05,3.95404042e-05,9.02785468e-05,1.01282495e-04,1.57780334e-04,1.48418788e-04,1.73317865e-04,1.70581155e-04,1.99717790e-04,1.78968357e-04
9.90000000e+00,3.13237870e-05,3.26166257e-05,7.63199932e-05,8.35476487e-05,1.34842689e-04,1.22430640e-04,1.46957114e-04,1.40712580e-04,1.69506689e-04,1.47631272e-04
9.92000000e+00,2.54446913e-05,2.58298941e-05,6.21007566e-05,6.61636890e-05,1.11503585e-04,9.69565088e-05,1.19138029e-04,1.11434688e-04,1.37057359e-04,1.16913880e-04
9.94000000e+00,1.89078437e-05,1.91774977e-05,4.69915940e-05,4.91236779e-05,8.68100178e-05,7.19862383e-05,8.88995928e-05,8.27358107e-05,1.01157239e-04,8.68039376e-05
9.96000000e+00,1.16268548e-05,1.26567783e-05,3.04561272e-05,3.24208148e-05,6.00280691e-05,4.75098714e-05,5.60066001e-05,5.46045089e-05,6.14681194e-05,5.72894469e-05
9.98000000e+00,3.30105240e-06,6.26513043e-06,1.23260015e-05,1.60484338e-05,2.00015802e-05,2.35176478e-05,2.16718727e-05,2.70295693e-05,2.25302174e-05,2.83586447e-05
1.00000000e+01,8.84343690e-16,0.00000000e+00,1.10611820e-15,0.00000000e+00,1.04115331e-15,0.00000000e+00,7.33790095e-16,0.00000000e+00,8.15553762e-16,0.00000000e+00
