D,NN_z1.93,NN_z3.87,NN_z5.80,NN_z7.74,NN_z9.66,PBE_z1.93,PBE_z3.87,PBE_z5.80,PBE_z7.74,PBE_z9.66
8.28000000e+00,5.70584908e-02,9.49980393e-02,1.13753483e-01,1.21717945e-01,1.24880694e-01,5.88031703e-02,9.40210185e-02,1.13735021e-01,1.21891886e-01,1.24837465e-01
8.30000000e+00,5.64929843e-02,9.40577239e-02,1.12628207e-01,1.20513991e-01,1.23643510e-01,5.82191702e-02,9.30891764e-02,1.12609472e-01,1.20686431e-01,1.23603190e-01
8.32000000e+00,5.59330806e-02,9.31266248e-02,1.11514017e-01,1.19321823e-01,1.22418433e-01,5.76409511e-02,9.21665079e-02,1.11494960e-01,1.19492775e-01,1.22380989e-01
8.34000000e+00,5.53787053e-02,9.22047570e-02,1.10410735e-01,1.18141316e-01,1.21205442e-01,5.70684561e-02,9.12529244e-02,1.10391380e-01,1.18310806e-01,1.21170746e-01
8.36000000e+00,5.48298322e-02,9.12920088e-02,1.09318241e-01,1.16972409e-01,1.20004341e-01,5.65016291e-02,9.03483379e-02,1.09298627e-01,1.17140413e-01,1.19972349e-01
8.38000000e+00,5.42863645e-02,9.03881863e-02,1.08236484e-01,1.15814857e-01,1.18814990e-01,5.59404144e-02,8.94526616e-02,1.08216596e-01,1.15981486e-01,1.18785685e-01
8.40000000e+00,5.37482798e-02,8.94933715e-02,1.07165337e-01,1.14668690e-01,1.17637418e-01,5.53847570e-02,8.85658090e-02,1.07145186e-01,1.14833915e-01,1.17610640e-01
8.42000000e+00,5.32155223e-02,8.86073709e-02,1.06104665e-01,1.13533773e-01,1.16471343e-01,5.48346023e-02,8.76876947e-02,1.06084295e-01,1.13697591e-01,1.16447106e-01
8.44000000e+00,5.26879914e-02,8.77300128e-02,1.05054423e-01,1.12409912e-01,1.15316831e-01,5.42898962e-02,8.68182340e-02,1.05033821e-01,1.12572408e-01,1.15294972e-01
8.46000000e+00,5.21657169e-02,8.68614092e-02,1.04014486e-01,1.11297153e-01,1.14173584e-01,5.37505853e-02,8.59573431e-02,1.03993664e-01,1.11458258e-01,1.14154129e-01
8.48000000e+00,5.16485423e-02,8.60012695e-02,1.02984712e-01,1.10195272e-01,1.13041654e-01,5.32166165e-02,8.51049388e-02,1.02963726e-01,1.10355036e-01,1.13024470e-01
8.50000000e+00,5.11364974e-02,8.51496458e-02,1.01965055e-01,1.09104186e-01,1.11920826e-01,5.26879373e-02,8.42609387e-02,1.01943908e-01,1.09262638e-01,1.11905887e-01
8.52000000e+00,5.06295040e-02,8.43064934e-02,1.00955375e-01,1.08023822e-01,1.10811099e-01,5.21644957e-02,8.34252614e-02,1.00934112e-01,1.08180960e-01,1.10798274e-01
8.54000000e+00,5.01275510e-02,8.34715962e-02,9.99556631e-02,1.06954060e-01,1.09712288e-01,5.16462402e-02,8.25978259e-02,9.99342432e-02,1.07109898e-01,1.09701527e-01
8.56000000e+00,4.96305078e-02,8.26448575e-02,9.89657864e-02,1.05894797e-01,1.08624257e-01,5.11331199e-02,8.17785522e-02,9.89442047e-02,1.06049352e-01,1.08615541e-01
8.58000000e+00,4.91383672e-02,8.18263963e-02,9.79854912e-02,1.04846030e-01,1.07547060e-01,5.06250842e-02,8.09673610e-02,9.79639022e-02,1.04999220e-01,1.07540214e-01
8.60000000e+00,4.86510657e-02,8.10158700e-02,9.70149189e-02,1.03807405e-01,1.06480435e-01,5.01220830e-02,8.01641737e-02,9.69932419e-02,1.03959402e-01,1.06475442e-01
8.62000000e+00,4.81685661e-02,8.02133828e-02,9.60538387e-02,1.02779105e-01,1.05424382e-01,4.96240670e-02,7.93689124e-02,9.60321306e-02,1.02929799e-01,1.05421126e-01
8.64000000e+00,4.76908498e-02,7.94188306e-02,9.51021984e-02,1.01760872e-01,1.04378723e-01,4.91309869e-02,7.85815001e-02,9.50804762e-02,1.01910313e-01,1.04377164e-01
8.66000000e+00,4.72178012e-02,7.86320716e-02,9.41599160e-02,1.00752711e-01,1.03343397e-01,4.86427942e-02,7.78018602e-02,9.41381875e-02,1.00900847e-01,1.03343457e-01
8.68000000e+00,4.67494279e-02,7.78530464e-02,9.32268724e-02,9.97543931e-02,1.02318399e-01,4.81594408e-02,7.70299173e-02,9.32051740e-02,9.99013038e-02,1.02319906e-01
8.70000000e+00,4.62856181e-02,7.70817176e-02,9.23029184e-02,9.87659022e-02,1.01303533e-01,4.76808790e-02,7.62655961e-02,9.22813460e-02,9.89115882e-02,1.01306414e-01
8.72000000e+00,4.58264388e-02,7.63180032e-02,9.13881138e-02,9.77871269e-02,1.00298680e-01,4.72070617e-02,7.55088226e-02,9.13666147e-02,9.79316055e-02,1.00302884e-01
8.74000000e+00,4.53717113e-02,7.55617768e-02,9.04822797e-02,9.68180224e-02,9.93037373e-02,4.67379420e-02,7.47595231e-02,9.04608922e-02,9.69612618e-02,9.93092193e-02
8.76000000e+00,4.49214987e-02,7.48129636e-02,8.95853192e-02,9.58584398e-02,9.83187035e-02,4.62734738e-02,7.40176248e-02,8.95640911e-02,9.60004643e-02,9.83253260e-02
8.78000000e+00,4.44756784e-02,7.40715563e-02,8.86972100e-02,9.49083194e-02,9.73434076e-02,4.58136112e-02,7.32830554e-02,8.86761252e-02,9.50491206e-02,9.73511095e-02
8.80000000e+00,4.40342426e-02,7.33374432e-02,8.78177583e-02,9.39675272e-02,9.63778198e-02,4.53583087e-02,7.25557434e-02,8.77969088e-02,9.41071397e-02,9.63864764e-02
8.82000000e+00,4.35971431e-02,7.26105422e-02,8.69469866e-02,9.30360481e-02,9.54217985e-02,4.49075215e-02,7.18356180e-02,8.69263572e-02,9.31744309e-02,9.54313343e-02
8.84000000e+00,4.31643464e-02,7.18907863e-02,8.60847086e-02,9.21137109e-02,9.44752395e-02,4.44612050e-02,7.11226091e-02,8.60643864e-02,9.22509048e-02,9.44855915e-02
8.86000000e+00,4.27357927e-02,7.11781010e-02,8.52309987e-02,9.12005082e-02,9.35381502e-02,4.40193151e-02,7.04166471e-02,8.52109130e-02,9.13364725e-02,9.35491573e-02
8.88000000e+00,4.23114374e-02,7.04724565e-02,8.43855813e-02,9.02962983e-02,9.26103368e-02,4.35818082e-02,6.97176632e-02,8.43658547e-02,9.04310460e-02,9.26219417e-02
8.90000000e+00,4.18912359e-02,6.97737411e-02,8.35484862e-02,8.94009992e-02,9.16917399e-02,4.31486411e-02,6.90255891e-02,8.35291297e-02,8.95345382e-02,9.17038556e-02
8.92000000e+00,4.14751992e-02,6.90818727e-02,8.27196687e-02,8.85145366e-02,9.07822698e-02,4.27197709e-02,6.83403574e-02,8.27006572e-02,8.86468627e-02,9.07948107e-02
8.94000000e+00,4.10632007e-02,6.83968216e-02,8.18989575e-02,8.76368582e-02,8.98818150e-02,4.22951552e-02,6.76619011e-02,8.18803569e-02,8.77679340e-02,8.98947195e-02
8.96000000e+00,4.06552143e-02,6.77184612e-02,8.10862929e-02,8.67678225e-02,8.89904127e-02,4.18747521e-02,6.69901540e-02,8.10681495e-02,8.68976672e-02,8.90034953e-02
8.98000000e+00,4.02512737e-02,6.70468509e-02,8.02816525e-02,8.59073550e-02,8.81078839e-02,4.14585200e-02,6.63250503e-02,8.02639561e-02,8.60359785e-02,8.81210523e-02
9.00000000e+00,3.98512557e-02,6.63817897e-02,7.94848949e-02,8.50554183e-02,8.72341469e-02,4.10464176e-02,6.56665252e-02,7.94676990e-02,8.51827846e-02,8.72473053e-02
9.02000000e+00,3.94551829e-02,6.57232627e-02,7.86959827e-02,8.42119157e-02,8.63690823e-02,4.06384043e-02,6.50145140e-02,7.86793007e-02,8.43380030e-02,8.63821701e-02
9.04000000e+00,3.90629657e-02,6.50712252e-02,7.79147819e-02,8.33767354e-02,8.55126530e-02,4.02344397e-02,6.43689532e-02,7.78986850e-02,8.35015521e-02,8.55255631e-02
9.06000000e+00,3.86745855e-02,6.44255504e-02,7.71413073e-02,8.25497806e-02,8.46647546e-02,3.98344837e-02,6.37297795e-02,7.71257758e-02,8.26733510e-02,8.46774016e-02
9.08000000e+00,3.82900275e-02,6.37862533e-02,7.63754174e-02,8.17310512e-02,8.38254020e-02,3.94384969e-02,6.30969303e-02,7.63604983e-02,8.18533195e-02,8.38376036e-02
9.10000000e+00,3.79092135e-02,6.31531999e-02,7.56170750e-02,8.09203461e-02,8.29943195e-02,3.90464399e-02,6.24703436e-02,7.56027779e-02,8.10413782e-02,8.30060878e-02
9.12000000e+00,3.75321284e-02,6.25264049e-02,7.48662055e-02,8.01177248e-02,8.21716487e-02,3.86582739e-02,6.18499581e-02,7.48525411e-02,8.02374485e-02,8.21827740e-02
9.14000000e+00,3.71587127e-02,6.19057380e-02,7.41226897e-02,7.93230534e-02,8.13571289e-02,3.82739606e-02,6.12357129e-02,7.41097149e-02,7.94414524e-02,8.13675822e-02
9.16000000e+00,3.67889889e-02,6.12911545e-02,7.33865052e-02,7.85362720e-02,8.05507824e-02,3.78934618e-02,6.06275478e-02,7.33742269e-02,7.86533127e-02,8.05604336e-02
9.18000000e+00,3.64228413e-02,6.06826134e-02,7.26575404e-02,7.77572915e-02,7.97525346e-02,3.75167399e-02,6.00254032e-02,7.26460056e-02,7.78729530e-02,7.97612500e-02
9.20000000e+00,3.60603184e-02,6.00800477e-02,7.19357952e-02,7.69860372e-02,7.89622292e-02,3.71437575e-02,5.94292199e-02,7.19249801e-02,7.71002974e-02,7.89699538e-02
9.22000000e+00,3.57013084e-02,5.94833866e-02,7.12211654e-02,7.62223974e-02,7.81798884e-02,3.67744777e-02,5.88389396e-02,7.12110800e-02,7.63352710e-02,7.81864682e-02
9.24000000e+00,3.53457965e-02,5.88925965e-02,7.05135018e-02,7.54663721e-02,7.74053708e-02,3.64088638e-02,5.82545042e-02,7.05042357e-02,7.55777993e-02,7.74107173e-02
9.26000000e+00,3.49937603e-02,5.83075806e-02,6.98128268e-02,7.47177899e-02,7.66385943e-02,3.60468796e-02,5.76758563e-02,6.98043784e-02,7.48278088e-02,7.66426257e-02
9.28000000e+00,3.46451923e-02,5.77283613e-02,6.91190735e-02,7.39766806e-02,7.58795515e-02,3.56884892e-02,5.71029391e-02,6.91114398e-02,7.40852264e-02,7.58821187e-02
9.30000000e+00,3.43000107e-02,5.71547449e-02,6.84321597e-02,7.32429475e-02,7.51280487e-02,3.53336571e-02,5.65356962e-02,6.84253521e-02,7.33499800e-02,7.51291224e-02
9.32000000e+00,3.39582004e-02,5.65867908e-02,6.77520111e-02,7.25164935e-02,7.43841678e-02,3.49823481e-02,5.59740721e-02,6.77460484e-02,7.26219978e-02,7.43835637e-02
9.34000000e+00,3.36197428e-02,5.60244545e-02,6.70785159e-02,7.17972443e-02,7.36477748e-02,3.46345273e-02,5.54180113e-02,6.70734624e-02,7.19012091e-02,7.36453698e-02
9.36000000e+00,3.32846045e-02,5.54676093e-02,6.64117262e-02,7.10851476e-02,7.29187354e-02,3.42901603e-02,5.48674593e-02,6.64075283e-02,7.11875436e-02,7.29144691e-02
9.38000000e+00,3.29527222e-02,5.49162105e-02,6.57514706e-02,7.03801587e-02,7.21970722e-02,3.39492128e-02,5.43223618e-02,6.57481810e-02,7.04809316e-02,7.21907902e-02
9.40000000e+00,3.26241143e-02,5.43702096e-02,6.50977418e-02,6.96821958e-02,7.14826062e-02,3.36116510e-02,5.37826653e-02,6.50953560e-02,6.97813043e-02,7.14742628e-02
9.42000000e+00,3.22986990e-02,5.38295880e-02,6.44504577e-02,6.89911097e-02,7.07753599e-02,3.32774414e-02,5.32483165e-02,6.44489894e-02,6.90885934e-02,7.07648169e-02
9.44000000e+00,3.19764540e-02,5.32942824e-02,6.38095438e-02,6.83070049e-02,7.00752437e-02,3.29465509e-02,5.27192630e-02,6.38090180e-02,6.84027313e-02,7.00623833e-02
9.46000000e+00,3.16573866e-02,5.27641959e-02,6.31749630e-02,6.76296577e-02,6.93821311e-02,3.26189466e-02,5.21954525e-02,6.31753791e-02,6.77236510e-02,6.93668936e-02
9.48000000e+00,3.13414074e-02,5.22393435e-02,6.25466555e-02,6.69590533e-02,6.86960965e-02,3.22945959e-02,5.16768335e-02,6.25480106e-02,6.70512861e-02,6.86782799e-02
9.50000000e+00,3.10285743e-02,5.17196432e-02,6.19245470e-02,6.62951469e-02,6.80169389e-02,3.19734667e-02,5.11633549e-02,6.19268511e-02,6.63855710e-02,6.79964748e-02
9.52000000e+00,3.07187792e-02,5.12050465e-02,6.13086335e-02,6.56378642e-02,6.73446059e-02,3.16555271e-02,5.06549660e-02,6.13118397e-02,6.57264406e-02,6.73214119e-02
9.54000000e+00,3.04119978e-02,5.06954640e-02,6.06987178e-02,6.49871603e-02,6.66790977e-02,3.13407455e-02,5.01516168e-02,6.07029160e-02,6.50738304e-02,6.66530252e-02
9.56000000e+00,3.01082414e-02,5.01909293e-02,6.00948595e-02,6.43429384e-02,6.60202876e-02,3.10290905e-02,4.96532576e-02,6.01000204e-02,6.44276765e-02,6.59912492e-02
9.58000000e+00,2.98074484e-02,4.96913157e-02,5.94969876e-02,6.37051389e-02,6.53681308e-02,3.07205313e-02,4.91598393e-02,5.95030938e-02,6.37879156e-02,6.53360194e-02
9.60000000e+00,2.95096301e-02,4.91966270e-02,5.89050427e-02,6.30737096e-02,6.47225827e-02,3.04150373e-02,4.86713131e-02,5.89120774e-02,6.31544853e-02,6.46872715e-02
9.62000000e+00,2.92147156e-02,4.87067997e-02,5.83189577e-02,6.24486730e-02,6.40835389e-02,3.01125779e-02,4.81876309e-02,5.83269133e-02,6.25273233e-02,6.40449422e-02
9.64000000e+00,2.89227087e-02,4.82217558e-02,5.77386133e-02,6.18298315e-02,6.34510368e-02,2.98131233e-02,4.77087450e-02,5.77475440e-02,6.19063683e-02,6.34089684e-02
9.66000000e+00,2.86335628e-02,4.77415323e-02,5.71640693e-02,6.12171739e-02,6.28248528e-02,2.95166435e-02,4.72346080e-02,5.71739127e-02,6.12915594e-02,6.27792880e-02
9.68000000e+00,2.83472706e-02,4.72659953e-02,5.65952063e-02,6.06106408e-02,6.22049980e-02,2.92231092e-02,4.67651731e-02,5.66059629e-02,6.06828363e-02,6.21558393e-02
9.70000000e+00,2.80637667e-02,4.67951261e-02,5.60319833e-02,6.00101985e-02,6.15915097e-02,2.89324912e-02,4.63003940e-02,5.60436387e-02,6.00801392e-02,6.15385611e-02
9.72000000e+00,2.77830698e-02,4.63288985e-02,5.54742925e-02,5.94157763e-02,6.09841757e-02,2.86447605e-02,4.58402247e-02,5.54868850e-02,5.94834092e-02,6.09273929e-02
9.74000000e+00,2.75051408e-02,4.58672419e-02,5.49221858e-02,5.88273183e-02,6.03830218e-02,2.83598885e-02,4.53846198e-02,5.49356470e-02,5.88925875e-02,6.03222748e-02
9.76000000e+00,2.72299480e-02,4.54101712e-02,5.43755516e-02,5.82447536e-02,5.97879700e-02,2.80778470e-02,4.49335343e-02,5.43898703e-02,5.83076162e-02,5.97231474e-02
9.78000000e+00,2.69574579e-02,4.49575484e-02,5.38343228e-02,5.76680303e-02,5.91989309e-02,2.77986079e-02,4.44869236e-02,5.38495014e-02,5.77284378e-02,5.91299519e-02
9.80000000e+00,2.66876649e-02,4.45094220e-02,5.32984622e-02,5.70970513e-02,5.86159267e-02,2.75221434e-02,4.40447434e-02,5.33144870e-02,5.71549955e-02,5.85426301e-02
9.82000000e+00,2.64205541e-02,4.40656766e-02,5.27679473e-02,5.65319061e-02,5.80388308e-02,2.72484260e-02,4.36069501e-02,5.27847744e-02,5.65872329e-02,5.79611244e-02
9.84000000e+00,2.61560641e-02,4.36263420e-02,5.22427112e-02,5.59723824e-02,5.74675985e-02,2.69774284e-02,4.31735005e-02,5.22603115e-02,5.60250941e-02,5.73853775e-02
9.86000000e+00,2.58941744e-02,4.31912877e-02,5.17226607e-02,5.54184429e-02,5.69021627e-02,2.67091238e-02,4.27443515e-02,5.17410466e-02,5.54685239e-02,5.68153330e-02
9.88000000e+00,2.56349090e-02,4.27605659e-02,5.12078181e-02,5.48702143e-02,5.63424863e-02,2.64434853e-02,4.23194607e-02,5.12269285e-02,5.49174676e-02,5.62509347e-02
9.90000000e+00,2.53782198e-02,4.23340611e-02,5.06980792e-02,5.43273464e-02,5.57884686e-02,2.61804867e-02,4.18987862e-02,5.07179065e-02,5.43718709e-02,5.56921273e-02
9.92000000e+00,2.51240563e-02,4.19117846e-02,5.01934327e-02,5.37900515e-02,5.52402027e-02,2.59201016e-02,4.14822862e-02,5.02139305e-02,5.38316801e-02,5.51388557e-02
9.94000000e+00,2.48723999e-02,4.14936654e-02,4.96938191e-02,5.32581024e-02,5.46974353e-02,2.56623042e-02,4.10699195e-02,4.97149508e-02,5.32968422e-02,5.45910655e-02
9.96000000e+00,2.46233009e-02,4.10796888e-02,4.91991490e-02,5.27315475e-02,5.41602187e-02,2.54070689e-02,4.06616453e-02,4.92209182e-02,5.27673043e-02,5.40487029e-02
9.98000000e+00,2.43766345e-02,4.06698175e-02,4.87094559e-02,5.22103086e-02,5.36285229e-02,2.51543702e-02,4.02574231e-02,4.87317838e-02,5.22430143e-02,5.35117144e-02
1.00000000e+01,2.41324492e-02,4.02639657e-02,4.82246205e-02,5.16943224e-02,5.31021766e-02,2.49041829e-02,3.98572130e-02,4.82474995e-02,5.17239207e-02,5.29800471e-02
